announcement_id,created_at,outbound_id,destination_url,user_id
119,2024-03-15 13:46:26.076349,107,https://out.example.com/r/119/107,M0Y603YPHQ0ZQJKHXQEPNSZEW8
119,2024-03-13 22:29:50.818066,108,https://out.example.com/r/119/108,HS87YVPS17AP75DEZYBZ3G4RK3
121,2024-12-04 06:52:20.901291,109,https://out.example.com/r/121/109,MFR85W7KQJ4EPAM8Q93XA4SM64
124,2024-03-18 09:50:49.230183,110,https://out.example.com/r/124/110,FWQDQP8MNWP1FS9RH069P4KEEF
135,2024-10-22 05:50:25.527971,111,https://out.example.com/r/135/111,XYHG0QABT58W9T0RNYVAVY9BK6
135,2024-10-19 07:47:55.299837,112,https://out.example.com/r/135/112,NEMZSGSDPHQ8FPY4RDSB92T5XA
135,2024-10-18 20:21:58.976923,113,https://out.example.com/r/135/113,BMQ3CGPBP128ZE75Z2XXGJRCWM
136,2024-12-18 23:10:50.142356,114,,4ZQ3E0JXPESTN3CEE3FAWF9KWT
136,2024-12-19 00:41:04.187914,115,https://out.example.com/r/136/115,0BNV3DR6X6VPRXRVVM8M1FQPER
146,2025-04-20 19:53:25.527148,116,https://out.example.com/r/146/116,PNM73XANGQX0AZB97KXR8ABHB0
146,2025-04-19 21:10:09.629986,117,,VTPS00S61M8A3BXGEZ7XDW7M58
149,2025-01-11 12:44:28.896566,118,https://out.example.com/r/149/118,9NCPKKAE4GZKW8D14HSSN0PW6E
153,2025-10-21 04:44:01.637306,119,,Y53A3DZVG77JWHY4XCSGZTFAHR
154,2024-10-17 13:20:01.281802,120,https://out.example.com/r/154/120,F6VSTW8FVM50KZ7XRF85DRJ2G6
155,2024-07-08 01:51:54.421743,121,https://out.example.com/r/155/121,P3CVR75N6XJZFXGTZ2Z2JF0R3W
155,2024-07-11 16:24:56.841897,122,https://out.example.com/r/155/122,V7MHKFV5491JT3XSYKZN84MMDB
155,2024-07-07 20:22:54.732308,123,https://out.example.com/r/155/123,TVSZ33Q1V2MZJN4457A5XC4VHX
156,2024-10-25 07:30:04.320629,124,https://out.example.com/r/156/124,EZZ53031BNV6R9BNRHZ4QPK0W9
156,2024-10-25 09:42:43.995489,125,,P08SYMPAG75AYX4V4WZ7KW3SJF
162,2024-10-08 03:50:30.415401,126,https://out.example.com/r/162/126,WGV201AYATQKFH6GW8S4HYTRNW
162,2024-10-05 20:29:54.096767,127,https://out.example.com/r/162/127,6MZEC976TQD58SWJ6GWQW9QQY6
162,2024-10-13 02:20:13.017683,128,https://out.example.com/r/162/128,QHX33YBHVDSTFYPQQ1HNFZQ20Z
166,2025-10-03 13:10:22.711727,129,https://out.example.com/r/166/129,TCD4A1VA9M020Q6C07HCQZ3KEY
166,2025-10-05 18:32:00.627937,130,https://out.example.com/r/166/130,KYVYKPHG94C4X3QPERVKPZWR9E
166,2025-10-10 15:24:32.052152,131,https://out.example.com/r/166/131,SN0WGWP8DZCH314QKHXM04RH3J
167,2025-02-23 22:46:25.504812,132,https://out.example.com/r/167/132,HXKKPSKKN5GB7QX85G8R3Y4EC5
168,2024-02-28 12:03:56.926434,133,,184AJVWVG979PCSA3XHGM4BR09
171,2025-07-18 05:41:26.523751,134,https://out.example.com/r/171/134,EHS5SW0DYBKMV6JCHRX2CN38M7
171,2025-07-17 17:48:33.163106,135,https://out.example.com/r/171/135,QRQ9MVD5ZT7SZK5GE6NX5P8T3S
171,2025-07-19 05:04:58.202636,136,,F2HRH9P8QJ91E4DH1A6N0G72RV
174,2024-06-15 01:26:20.469213,137,https://out.example.com/r/174/137,BDTBCK199VNKMEJCB738FWXN47
174,2024-06-16 01:04:13.774915,138,https://out.example.com/r/174/138,GYTX76NR7WGXFMX08SVQWJTMDH
175,2025-01-08 05:56:32.908817,139,https://out.example.com/r/175/139,9W88VCWSBTX35384E53AQ1G0B9
175,2025-01-09 20:06:21.632285,140,,27WEZNZMKMR53AAZFKVYKM7P5C
176,2024-08-13 17:27:59.563065,141,https://out.example.com/r/176/141,F5SDFSMWT2H8X65MRN7NYEKGC5
178,2024-02-01 11:18:05.152652,142,https://out.example.com/r/178/142,BPA7ZERPGZHF84S1BETJ7ERRTM
179,2024-09-13 01:56:02.602831,143,https://out.example.com/r/179/143,R919SQ9CSPEB7XP9978A90VH1J
179,2024-09-12 09:24:13.535570,144,https://out.example.com/r/179/144,VHYY5P18WEA9AGE3JP71PPBNFH
187,2025-05-12 19:00:02.244627,145,,TRZ3WDK861D6S8CZQFK81NTS1X
187,2025-05-09 16:40:17.857354,146,https://out.example.com/r/187/146,KR0F7YZP3QHSS00F1DCWTFC0FN
187,2025-05-14 18:18:36.838684,147,,DVBQV0CX8BQHYZ6433FP4H30RE
188,2025-12-02 21:30:53.239450,148,https://out.example.com/r/188/148,M5518BF0G6XWFAD7MGP6BKZ8Q3
193,2025-11-01 23:01:08.076687,149,https://out.example.com/r/193/149,S83NN3WWH3SQWNP5QSADB02NM6
194,2024-10-13 07:01:30.561625,150,https://out.example.com/r/194/150,9VZYQKDGRAT319P59NPYJE3DYT
194,2024-09-25 12:46:40.910684,151,,VWP8SP8A96WFRDY3DHAN9FZW05
195,2024-08-23 00:20:14.372492,152,https://out.example.com/r/195/152,8C534QW450JFWBFK519K9P2MRD
195,2024-08-06 23:32:52.241250,153,,XPPKNBD7FX1GBQ7MZ2WW89DM7J
195,2024-08-13 19:05:44.327242,154,https://out.example.com/r/195/154,SJNKCSYF5T6H9K6X336FZEBGBD
198,2024-07-31 05:59:10.995569,155,https://out.example.com/r/198/155,FCA9HXJJ282BHNSY0K2A1WPQFH
198,2024-08-12 21:29:09.146205,156,https://out.example.com/r/198/156,NNP874GM9V1JKENWT9QB8BGA41
199,2024-12-30 12:28:25.567804,157,,370FF8Y5WRVRH5VDK8D2W77GPG
199,2024-12-31 12:50:50.228644,158,,5N617KMAW6XC0HC64CWM0C40T6
204,2024-05-28 06:38:12.811534,159,,X5HC1C0913NSBS2Y0BJZJMWA4E
206,2025-10-19 16:54:39.502042,160,https://out.example.com/r/206/160,P9J7P3V489B4GASKHXTG4XF5H6
207,2024-04-29 08:06:49.239053,161,https://out.example.com/r/207/161,GN3QVCB4YJ21E435EFQCB8AKX5
208,2024-06-17 12:35:21.209262,162,https://out.example.com/r/208/162,YD1KA2R4NP6W40KJCXY6GP6GKY
208,2024-06-20 13:04:27.188399,163,https://out.example.com/r/208/163,VTG8MMNDV3P6J5QRTXQX9HCSPM
215,2025-07-10 13:47:46.965514,164,https://out.example.com/r/215/164,YQS6GAF5NAB61YD8AFT0HCZF3V
217,2024-06-22 05:21:56.702264,165,https://out.example.com/r/217/165,YG7R77EJNEAD6V36TPWS0F1JPD
217,2024-06-22 06:47:11.118624,166,https://out.example.com/r/217/166,N0DPBF6SQ0VPDWPX2GM7V5E4CX
223,2023-11-10 02:39:05.058342,167,https://out.example.com/r/223/167,ECY15B406FQHXGNWRF5ZVJ0AJR
224,2024-07-29 11:28:46.266475,168,https://out.example.com/r/224/168,N8QYJ7B95MCHV55WXN8WCNTBDB
224,2024-08-02 07:49:34.891007,169,https://out.example.com/r/224/169,4CFBV2YB4PBYYC0JVBM4MB7WKT
224,2024-07-28 22:34:10.962221,170,https://out.example.com/r/224/170,7YKAM2W68DRVYC8Z5JQ275HBHZ
227,2025-02-26 01:57:10.869562,171,https://out.example.com/r/227/171,7JQ6R2H2AR3K8C3NR67168CD7E
227,2025-02-15 23:19:30.391211,172,https://out.example.com/r/227/172,FP39KN0SC8X3P9H5VGMVKRTRXS
228,2024-10-02 21:05:10.990098,173,https://out.example.com/r/228/173,9JV0PFTB5Q41RY2RQG1P4PF6N8
228,2024-10-28 13:51:15.173400,174,https://out.example.com/r/228/174,YKG6P4TDAYT939EZ71QT0ACE1H
228,2024-10-26 12:14:47.394371,175,https://out.example.com/r/228/175,X52EVER4V5MVKM7SFDQ4MTVW5Q
229,2023-12-06 20:49:52.462366,176,https://out.example.com/r/229/176,T95W2FYMAQMHJTVZEVY25015W6
230,2025-10-25 13:40:19.014536,177,,EMT96NTSZ7W178BBCQQ7JH4Q0F
230,2025-11-03 16:24:19.673037,178,https://out.example.com/r/230/178,4J73B2QJ0N8Z4H0G7T3PSF1J11
230,2025-11-04 10:41:46.421554,179,,GM7VVE55XSKV4DC2EERVENXDN0
231,2025-08-06 17:38:11.958283,180,https://out.example.com/r/231/180,GXP5R6BWMZD8KQHND791M01SK3
231,2025-08-05 13:57:18.631833,181,https://out.example.com/r/231/181,KK3K9H6J9TMR9V4S3GSKF11WAK
232,2025-09-06 22:08:55.744541,182,https://out.example.com/r/232/182,HYHKEYR729QHJQAW6H4DK6QZ68
232,2025-08-29 22:27:47.442419,183,https://out.example.com/r/232/183,R52GYX297V1NXN77W0JWY8A4ZR
232,2025-08-30 22:53:31.099208,184,https://out.example.com/r/232/184,R1340NYXDBWRJ9QTSBJ85SAVB3
234,2024-10-30 07:12:34.017355,185,https://out.example.com/r/234/185,AJR42GPWVQXE2KH1C69T66J5Q3
235,2025-07-03 17:52:14.415123,186,https://out.example.com/r/235/186,QV8G5DEQM5J3FAF3DRB5H5XTWA
235,2025-06-30 13:30:37.772003,187,https://out.example.com/r/235/187,YSYZ8C5BPW0HW8TGAV497A3DGE
236,2024-04-14 08:45:28.216637,188,https://out.example.com/r/236/188,R8VBDFNF028PPCNBQSDXZD6BPA
236,2024-04-15 22:50:49.431335,189,,A8R5K6W3MGDHV6HSBHVSBQ68F8
237,2025-09-15 05:09:01.662223,190,https://out.example.com/r/237/190,CT50J10MYGZQG3AKFX4D9XENJG
238,2024-12-22 15:45:27.143416,191,,Q2VXS7NGYBN3CNXYJ29G8EYD0C
238,2025-01-08 03:38:52.653182,192,https://out.example.com/r/238/192,F2N19DBDQR1CMTAQN7NEBEDXY7
242,2024-05-22 02:29:53.649324,193,https://out.example.com/r/242/193,TNFF3EREQYHCE6M101K6S9RZQ2
242,2024-05-25 19:29:25.103353,194,https://out.example.com/r/242/194,SFBS4HXV0RFZ6A6EMDH7BWE71T
243,2024-07-04 17:49:36.982688,195,,98YFBGMT82VR7K7BHRNM57N808
244,2024-04-10 06:46:44.560580,196,https://out.example.com/r/244/196,0JQ82Y96SBHWK8KVHYF9QM3VN8
244,2024-04-21 14:35:53.577899,197,https://out.example.com/r/244/197,4FW1026BJWNKWFDT53PATX4M4G
246,2024-04-24 03:24:10.680303,198,,DSM65DCAXHGYQ27KB52W24HFZF
250,2025-08-04 10:48:42.032358,199,,873HS0NAS771KJZT6JHCJ0P35E
250,2025-08-15 00:55:19.150804,200,,B1NVT0NC94XHSQSD9QT2AWS5WT
250,2025-08-17 15:05:43.093433,201,https://out.example.com/r/250/201,151MSQ8N941TPT1TG2BBY1K87K
252,2024-12-13 05:52:47.896463,202,https://out.example.com/r/252/202,6DMW6RB06X104A1QVPZCXCFW8J
252,2024-12-17 19:34:36.021016,203,https://out.example.com/r/252/203,Y6BC9E78S2HC9V1C53RTKEENVY
253,2024-11-25 14:43:37.346400,204,https://out.example.com/r/253/204,GJG5VD0J76VYNX3HWKYFTFZWVD
253,2024-11-25 17:26:27.664452,205,https://out.example.com/r/253/205,7N900RDMM6X0EQVHREK268XWQE
254,2025-03-15 22:14:39.300122,206,https://out.example.com/r/254/206,S4QYCVFPT52V9CR02SM76V0E6G
258,2024-12-14 17:12:58.970856,207,https://out.example.com/r/258/207,KZGTDHXMENFXJN8QBNV0JZ0Z57
258,2024-12-13 20:06:25.141710,208,https://out.example.com/r/258/208,51EV4FCANK461YV1NGF6YFN3NF
258,2024-12-14 05:35:59.895978,209,,61PZQ1Q0X3JFTR62TDA4PS09YK
259,2024-09-25 17:02:33.297962,210,https://out.example.com/r/259/210,KTY36X6EPGD8548TJ7P2XNTZQX
259,2024-09-26 16:11:02.541100,211,https://out.example.com/r/259/211,SWN40DGZA4BG8S69EV0PHQVYA2
260,2024-02-19 00:12:20.205794,212,https://out.example.com/r/260/212,PYVF3BEPFK8F830QRXRA5NGKMG
260,2024-02-24 15:48:06.298926,213,https://out.example.com/r/260/213,NEYK91R9C7MZ4KG1QJY62V5BA8
267,2024-07-12 17:23:22.181765,214,https://out.example.com/r/267/214,E7KBPRZWJ34MBY3DX5ZXKMXN83
267,2024-07-23 11:14:22.890257,215,https://out.example.com/r/267/215,6H4FMDJPRK7Q44JEYGPWDDB377
267,2024-07-26 18:21:19.169021,216,https://out.example.com/r/267/216,2XK676PX75X3JNFQM8JEWCYSEY
270,2025-05-30 01:58:21.811898,217,https://out.example.com/r/270/217,RKB46K9AMK4AD1HXFGR0CSWTMK
270,2025-05-22 20:23:13.670884,218,https://out.example.com/r/270/218,J574WTFC1N0XHN3JJFAW6A09HG
272,2025-07-22 08:15:31.243710,219,https://out.example.com/r/272/219,RKF0RJXQH3YAP1HTHQ27XFKB4F
272,2025-07-20 00:09:03.766609,220,https://out.example.com/r/272/220,RC7MC3S9XS754AEHH28V2ENXJD
272,2025-08-12 21:39:20.536305,221,,4RD9G12BS71TFJK534847BNXYZ
274,2024-09-12 05:26:21.527195,222,https://out.example.com/r/274/222,PNNKJ3R3JK96H6FPVTS7FGSXPV
274,2024-09-12 06:17:28.509058,223,https://out.example.com/r/274/223,6YA4HNGB04HZNWMT6BSGC70DBQ
276,2025-05-24 04:30:01.837498,224,,69YK9PX7HE1N2HHPTSZFK5YZ0E
276,2025-05-24 09:05:11.129600,225,https://out.example.com/r/276/225,6BAN6VP5KEW4V6D2BJS62WSQXK
276,2025-05-25 02:22:19.524054,226,https://out.example.com/r/276/226,SDCRQ6Z262RV01DFAMKA90THEN
279,2025-04-02 10:20:36.951260,227,https://out.example.com/r/279/227,JBK1CE7W6QVGC3VYY6FQE6DGQF
279,2025-04-04 19:17:11.428059,228,https://out.example.com/r/279/228,J8CKVYZKXJRG2ZQ599ZAPR1JN0
282,2024-06-02 03:01:29.203633,229,https://out.example.com/r/282/229,Q82X1226JS56N4PARKWHFNBBXV
282,2024-06-15 18:53:54.622064,230,https://out.example.com/r/282/230,Q7QKPX1PCB2EGCNW002K4NHBKQ
282,2024-06-10 09:11:02.613957,231,,8QZVPNN4GVQE4HC3PEA6F6QF2M
284,2024-03-07 14:35:04.776888,232,https://out.example.com/r/284/232,CE3QRVVG9DJCDYPJAKRFYYFKM3
284,2024-03-08 07:18:09.955413,233,https://out.example.com/r/284/233,168GAJGTAVDAQ6JK44970F4HB7
285,2024-11-04 13:59:05.969846,234,https://out.example.com/r/285/234,KN7MBWX74F4P7WVY9FPQ4EPCBX
288,2025-05-12 15:12:43.302937,235,https://out.example.com/r/288/235,WVVFBS8QNJXY863WV69MV2TKPQ
288,2025-05-09 15:11:16.364563,236,https://out.example.com/r/288/236,53HEGXHRM5D5TC5BT4H09KNGPZ
288,2025-05-13 18:41:31.729413,237,,F7S4PBFRAN1TYVMQ3DFJTG7DM8
289,2024-01-21 12:03:24.078370,238,https://out.example.com/r/289/238,PRRKAW1FRC6JG2VN90KXNRBD63
289,2024-01-27 17:47:42.973523,239,https://out.example.com/r/289/239,QRWJMZMHJW0N1YFCSDXKGH86C0
289,2024-01-20 10:44:58.278152,240,https://out.example.com/r/289/240,4XMYS04AEM069CZFX4KC32HP81
291,2025-09-15 15:15:25.354668,241,https://out.example.com/r/291/241,XMVMYNRHM24NFYDYRDXZMXDPAX
294,2025-11-23 15:23:48.426471,242,,GK8A7WPEWQW0B31G2TYMY5BCR5
297,2024-12-23 07:46:43.537261,243,https://out.example.com/r/297/243,GH4G6TJY5BGFA8F4C8CKRDG2T0
297,2024-12-02 09:59:40.104181,244,https://out.example.com/r/297/244,1T58KFQ8J3S8S0XX353H6N6JYN
