announcement_id,created_at,id,name,phase,scope
43,2025-11-30 22:31:10.336983,46,doc_result_doc_43_2.pdf,DOC_RESULT,TARGET_ONLY
45,2024-05-07 19:42:11.424231,47,apply_doc_45_1.pdf,APPLY,COMMON
45,2024-05-09 00:28:47.933010,48,apply_doc_45_2.pdf,APPLY,TARGET_ONLY
46,2024-01-30 18:26:30.507162,49,doc_result_doc_46_1.pdf,DOC_RESULT,COMMON
47,2024-10-31 18:53:21.383227,50,apply_doc_47_1.pdf,APPLY,COMMON
48,2025-08-25 05:40:55.745123,51,doc_result_doc_48_1.pdf,DOC_RESULT,TARGET_ONLY
48,2025-08-24 04:31:10.563592,52,apply_doc_48_2.pdf,APPLY,COMMON
51,2025-05-20 17:10:17.500184,53,doc_result_doc_51_1.pdf,DOC_RESULT,COMMON
51,2025-05-20 17:34:16.049381,54,apply_doc_51_2.pdf,APPLY,COMMON
52,2024-02-01 08:05:18.521187,55,apply_doc_52_1.pdf,APPLY,TARGET_ONLY
53,2024-05-23 02:26:04.620220,56,doc_result_doc_53_1.pdf,DOC_RESULT,COMMON
53,2024-05-26 06:56:25.000131,57,doc_result_doc_53_2.pdf,DOC_RESULT,COMMON
54,2024-06-13 08:45:08.891645,58,apply_doc_54_1.pdf,APPLY,COMMON
54,2024-06-10 19:37:02.996827,59,apply_doc_54_2.pdf,APPLY,COMMON
55,2024-10-09 20:33:19.232189,60,apply_doc_55_1.pdf,APPLY,TARGET_ONLY
55,2024-10-09 23:15:47.408385,61,apply_doc_55_2.pdf,APPLY,TARGET_ONLY
56,2025-10-25 11:26:19.053430,62,doc_result_doc_56_1.pdf,DOC_RESULT,COMMON
57,2025-03-19 18:23:05.896713,63,doc_result_doc_57_1.pdf,DOC_RESULT,COMMON
58,2025-03-12 03:56:32.240888,64,apply_doc_58_1.pdf,APPLY,COMMON
58,2025-03-19 22:15:08.098109,65,doc_result_doc_58_2.pdf,DOC_RESULT,TARGET_ONLY
59,2025-10-08 09:06:55.050043,66,doc_result_doc_59_1.pdf,DOC_RESULT,TARGET_ONLY
59,2025-10-07 03:43:37.142799,67,apply_doc_59_2.pdf,APPLY,TARGET_ONLY
60,2025-02-13 08:06:07.498441,68,apply_doc_60_1.pdf,APPLY,TARGET_ONLY
62,2024-05-08 13:55:17.854307,69,apply_doc_62_1.pdf,APPLY,COMMON
62,2024-05-04 15:27:18.402563,70,apply_doc_62_2.pdf,APPLY,TARGET_ONLY
63,2024-06-23 04:13:17.425916,71,doc_result_doc_63_1.pdf,DOC_RESULT,TARGET_ONLY
63,2024-06-22 21:34:51.389669,72,apply_doc_63_2.pdf,APPLY,COMMON
64,2024-08-01 13:44:28.077307,73,doc_result_doc_64_1.pdf,DOC_RESULT,COMMON
66,2024-09-18 08:29:15.847651,74,apply_doc_66_1.pdf,APPLY,COMMON
66,2024-09-16 22:15:34.176084,75,doc_result_doc_66_2.pdf,DOC_RESULT,COMMON
67,2025-11-01 21:48:17.760317,76,doc_result_doc_67_1.pdf,DOC_RESULT,TARGET_ONLY
67,2025-10-31 13:08:49.728341,77,doc_result_doc_67_2.pdf,DOC_RESULT,TARGET_ONLY
69,2024-10-15 20:25:24.809396,78,doc_result_doc_69_1.pdf,DOC_RESULT,COMMON
69,2024-10-15 03:48:02.682691,79,doc_result_doc_69_2.pdf,DOC_RESULT,TARGET_ONLY
70,2024-03-16 01:26:09.281369,80,doc_result_doc_70_1.pdf,DOC_RESULT,TARGET_ONLY
71,2024-07-24 23:30:33.110379,81,doc_result_doc_71_1.pdf,DOC_RESULT,TARGET_ONLY
71,2024-08-04 12:38:51.447282,82,apply_doc_71_2.pdf,APPLY,COMMON
72,2024-12-27 22:41:08.033485,83,apply_doc_72_1.pdf,APPLY,COMMON
72,2024-12-30 18:58:35.321653,84,doc_result_doc_72_2.pdf,DOC_RESULT,TARGET_ONLY
73,2024-01-30 18:35:40.918402,85,doc_result_doc_73_1.pdf,DOC_RESULT,COMMON
74,2024-01-26 15:09:43.661532,86,apply_doc_74_1.pdf,APPLY,COMMON
75,2024-12-07 17:52:52.380467,87,apply_doc_75_1.pdf,APPLY,TARGET_ONLY
75,2024-12-06 20:01:18.470233,88,apply_doc_75_2.pdf,APPLY,COMMON
77,2024-10-14 10:20:17.993561,89,doc_result_doc_77_1.pdf,DOC_RESULT,TARGET_ONLY
77,2024-10-19 15:47:54.057337,90,apply_doc_77_2.pdf,APPLY,TARGET_ONLY
79,2024-01-14 13:12:20.531448,91,doc_result_doc_79_1.pdf,DOC_RESULT,COMMON
80,2024-05-29 18:29:32.372529,92,apply_doc_80_1.pdf,APPLY,COMMON
81,2024-07-17 14:23:00.834037,93,apply_doc_81_1.pdf,APPLY,TARGET_ONLY
81,2024-07-18 07:55:10.873817,94,apply_doc_81_2.pdf,APPLY,TARGET_ONLY
83,2024-06-15 11:44:25.721197,95,apply_doc_83_1.pdf,APPLY,TARGET_ONLY
84,2025-12-01 05:24:49.909284,96,doc_result_doc_84_1.pdf,DOC_RESULT,TARGET_ONLY
84,2025-12-05 03:07:48.470455,97,doc_result_doc_84_2.pdf,DOC_RESULT,TARGET_ONLY
87,2024-04-14 10:53:07.023489,98,doc_result_doc_87_1.pdf,DOC_RESULT,TARGET_ONLY
87,2024-04-12 15:44:17.674850,99,doc_result_doc_87_2.pdf,DOC_RESULT,COMMON
92,2025-09-16 18:12:15.413686,100,doc_result_doc_92_1.pdf,DOC_RESULT,TARGET_ONLY
92,2025-09-19 03:39:34.492371,101,doc_result_doc_92_2.pdf,DOC_RESULT,COMMON
93,2025-01-27 19:29:00.578515,102,doc_result_doc_93_1.pdf,DOC_RESULT,COMMON
94,2025-08-05 23:57:31.248526,103,doc_result_doc_94_1.pdf,DOC_RESULT,TARGET_ONLY
98,2025-04-04 00:53:53.509233,104,apply_doc_98_1.pdf,APPLY,TARGET_ONLY
98,2025-03-31 06:32:00.529557,105,doc_result_doc_98_2.pdf,DOC_RESULT,TARGET_ONLY
99,2023-12-29 23:52:41.775916,106,doc_result_doc_99_1.pdf,DOC_RESULT,COMMON
100,2025-03-28 16:25:24.526310,107,apply_doc_100_1.pdf,APPLY,TARGET_ONLY
106,2024-10-18 11:48:12.070946,108,doc_result_doc_106_1.pdf,DOC_RESULT,TARGET_ONLY
108,2025-04-17 02:56:29.699404,109,apply_doc_108_1.pdf,APPLY,COMMON
108,2025-04-06 14:41:08.842284,110,doc_result_doc_108_2.pdf,DOC_RESULT,TARGET_ONLY
109,2024-10-01 08:51:09.337137,111,apply_doc_109_1.pdf,APPLY,COMMON
109,2024-09-24 18:39:29.545148,112,doc_result_doc_109_2.pdf,DOC_RESULT,TARGET_ONLY
111,2025-04-16 15:35:12.398682,113,apply_doc_111_1.pdf,APPLY,COMMON
111,2025-04-18 21:10:19.132793,114,doc_result_doc_111_2.pdf,DOC_RESULT,TARGET_ONLY
112,2025-03-28 19:11:24.136938,115,doc_result_doc_112_1.pdf,DOC_RESULT,TARGET_ONLY
112,2025-03-28 16:41:38.947870,116,apply_doc_112_2.pdf,APPLY,COMMON
115,2024-12-22 19:57:39.681670,117,doc_result_doc_115_1.pdf,DOC_RESULT,COMMON
116,2024-10-30 16:05:17.524374,118,doc_result_doc_116_1.pdf,DOC_RESULT,COMMON
117,2024-07-29 03:49:20.513204,119,doc_result_doc_117_1.pdf,DOC_RESULT,TARGET_ONLY
117,2024-08-09 01:00:38.949601,120,doc_result_doc_117_2.pdf,DOC_RESULT,TARGET_ONLY
118,2025-12-04 03:19:52.866288,121,apply_doc_118_1.pdf,APPLY,TARGET_ONLY
121,2024-12-07 11:42:06.349110,122,apply_doc_121_1.pdf,APPLY,COMMON
123,2024-12-12 08:21:53.804283,123,apply_doc_123_1.pdf,APPLY,TARGET_ONLY
124,2024-03-20 23:55:21.467700,124,apply_doc_124_1.pdf,APPLY,TARGET_ONLY
125,2025-09-10 14:06:31.527673,125,apply_doc_125_1.pdf,APPLY,TARGET_ONLY
126,2025-10-15 16:53:48.949740,126,doc_result_doc_126_1.pdf,DOC_RESULT,COMMON
126,2025-10-18 13:06:54.531780,127,doc_result_doc_126_2.pdf,DOC_RESULT,COMMON
127,2024-02-08 18:52:16.341369,128,apply_doc_127_1.pdf,APPLY,TARGET_ONLY
129,2024-03-21 10:33:55.474122,129,doc_result_doc_129_1.pdf,DOC_RESULT,TARGET_ONLY
130,2023-12-29 22:06:28.420488,130,doc_result_doc_130_1.pdf,DOC_RESULT,TARGET_ONLY
130,2023-12-29 20:21:44.874564,131,apply_doc_130_2.pdf,APPLY,COMMON
131,2024-07-21 05:24:34.792230,132,doc_result_doc_131_1.pdf,DOC_RESULT,TARGET_ONLY
132,2025-03-22 20:08:30.297704,133,apply_doc_132_1.pdf,APPLY,TARGET_ONLY
133,2025-08-02 06:41:01.383105,134,apply_doc_133_1.pdf,APPLY,COMMON
134,2024-01-18 21:09:35.471017,135,apply_doc_134_1.pdf,APPLY,COMMON
135,2024-10-19 21:46:32.529542,136,doc_result_doc_135_1.pdf,DOC_RESULT,TARGET_ONLY
136,2024-12-18 22:19:00.662202,137,doc_result_doc_136_1.pdf,DOC_RESULT,COMMON
137,2025-07-11 17:20:15.671286,138,doc_result_doc_137_1.pdf,DOC_RESULT,COMMON
139,2025-08-03 02:34:50.367407,139,doc_result_doc_139_1.pdf,DOC_RESULT,COMMON
139,2025-08-02 06:24:26.986141,140,doc_result_doc_139_2.pdf,DOC_RESULT,COMMON
141,2024-12-14 10:08:33.891648,141,apply_doc_141_1.pdf,APPLY,TARGET_ONLY
141,2024-12-16 23:39:28.019479,142,apply_doc_141_2.pdf,APPLY,TARGET_ONLY
142,2025-03-30 21:32:03.781019,143,doc_result_doc_142_1.pdf,DOC_RESULT,TARGET_ONLY
142,2025-04-03 12:28:48.937158,144,doc_result_doc_142_2.pdf,DOC_RESULT,COMMON
143,2024-12-07 05:59:04.412295,145,doc_result_doc_143_1.pdf,DOC_RESULT,COMMON
143,2024-12-07 18:14:11.083426,146,apply_doc_143_2.pdf,APPLY,TARGET_ONLY
145,2025-01-07 23:37:28.448957,147,apply_doc_145_1.pdf,APPLY,COMMON
146,2025-04-20 07:57:59.691416,148,apply_doc_146_1.pdf,APPLY,COMMON
147,2024-08-10 18:29:35.232232,149,apply_doc_147_1.pdf,APPLY,COMMON
151,2024-03-06 04:44:18.213023,150,doc_result_doc_151_1.pdf,DOC_RESULT,COMMON
152,2024-02-09 18:15:23.919726,151,apply_doc_152_1.pdf,APPLY,TARGET_ONLY
152,2024-02-18 14:59:49.932637,152,doc_result_doc_152_2.pdf,DOC_RESULT,TARGET_ONLY
153,2025-10-31 11:51:10.405841,153,doc_result_doc_153_1.pdf,DOC_RESULT,TARGET_ONLY
153,2025-10-23 02:30:03.644736,154,apply_doc_153_2.pdf,APPLY,COMMON
154,2024-10-18 20:43:43.597211,155,doc_result_doc_154_1.pdf,DOC_RESULT,COMMON
154,2024-10-22 02:21:36.213656,156,doc_result_doc_154_2.pdf,DOC_RESULT,TARGET_ONLY
155,2024-07-05 22:25:55.040009,157,doc_result_doc_155_1.pdf,DOC_RESULT,TARGET_ONLY
157,2024-12-08 17:44:15.224800,158,doc_result_doc_157_1.pdf,DOC_RESULT,COMMON
157,2024-12-21 01:49:58.187895,159,doc_result_doc_157_2.pdf,DOC_RESULT,COMMON
158,2024-12-12 21:57:58.694258,160,apply_doc_158_1.pdf,APPLY,COMMON
160,2025-06-22 04:28:33.117749,161,doc_result_doc_160_1.pdf,DOC_RESULT,COMMON
161,2025-05-13 08:27:58.888488,162,apply_doc_161_1.pdf,APPLY,COMMON
161,2025-05-20 18:04:29.227510,163,doc_result_doc_161_2.pdf,DOC_RESULT,COMMON
163,2025-06-07 09:55:17.927129,164,doc_result_doc_163_1.pdf,DOC_RESULT,COMMON
163,2025-06-07 17:46:51.647496,165,apply_doc_163_2.pdf,APPLY,COMMON
168,2024-02-27 21:26:43.273767,166,apply_doc_168_1.pdf,APPLY,TARGET_ONLY
169,2025-05-26 21:19:40.836563,167,doc_result_doc_169_1.pdf,DOC_RESULT,COMMON
170,2025-06-08 08:26:36.248884,168,doc_result_doc_170_1.pdf,DOC_RESULT,COMMON
170,2025-06-06 06:58:56.056776,169,apply_doc_170_2.pdf,APPLY,TARGET_ONLY
174,2024-06-14 08:22:51.286872,170,apply_doc_174_1.pdf,APPLY,TARGET_ONLY
174,2024-06-13 22:14:44.800021,171,apply_doc_174_2.pdf,APPLY,COMMON
175,2025-01-09 09:21:18.938696,172,doc_result_doc_175_1.pdf,DOC_RESULT,TARGET_ONLY
177,2025-07-16 09:25:10.169202,173,doc_result_doc_177_1.pdf,DOC_RESULT,TARGET_ONLY
178,2024-02-02 17:19:36.807026,174,doc_result_doc_178_1.pdf,DOC_RESULT,TARGET_ONLY
180,2025-10-15 20:42:36.088887,175,doc_result_doc_180_1.pdf,DOC_RESULT,TARGET_ONLY
182,2025-09-25 07:26:51.380529,176,apply_doc_182_1.pdf,APPLY,COMMON
182,2025-09-29 02:36:47.216049,177,doc_result_doc_182_2.pdf,DOC_RESULT,TARGET_ONLY
183,2025-02-20 19:25:43.963093,178,apply_doc_183_1.pdf,APPLY,TARGET_ONLY
184,2025-10-22 07:46:19.187262,179,doc_result_doc_184_1.pdf,DOC_RESULT,TARGET_ONLY
186,2025-08-25 00:27:34.672185,180,apply_doc_186_1.pdf,APPLY,COMMON
187,2025-05-16 20:20:58.536962,181,apply_doc_187_1.pdf,APPLY,COMMON
188,2025-11-17 18:38:30.291357,182,doc_result_doc_188_1.pdf,DOC_RESULT,COMMON
189,2024-12-13 07:08:31.940462,183,doc_result_doc_189_1.pdf,DOC_RESULT,COMMON
190,2025-03-19 06:09:53.555683,184,apply_doc_190_1.pdf,APPLY,COMMON
190,2025-03-07 17:16:49.080512,185,doc_result_doc_190_2.pdf,DOC_RESULT,COMMON
192,2024-07-11 08:19:50.127522,186,apply_doc_192_1.pdf,APPLY,COMMON
194,2024-10-15 05:06:40.526571,187,doc_result_doc_194_1.pdf,DOC_RESULT,TARGET_ONLY
195,2024-07-29 09:17:20.984831,188,apply_doc_195_1.pdf,APPLY,TARGET_ONLY
195,2024-08-23 04:00:47.661375,189,doc_result_doc_195_2.pdf,DOC_RESULT,TARGET_ONLY
196,2025-05-09 15:36:42.232054,190,doc_result_doc_196_1.pdf,DOC_RESULT,TARGET_ONLY
198,2024-08-12 06:20:56.214028,191,apply_doc_198_1.pdf,APPLY,TARGET_ONLY
198,2024-07-30 11:28:14.093319,192,doc_result_doc_198_2.pdf,DOC_RESULT,COMMON
199,2025-01-05 17:40:22.397748,193,apply_doc_199_1.pdf,APPLY,COMMON
201,2024-06-30 06:40:52.719098,194,apply_doc_201_1.pdf,APPLY,COMMON
205,2024-09-14 09:43:52.432540,195,apply_doc_205_1.pdf,APPLY,TARGET_ONLY
207,2024-05-06 18:04:31.101303,196,apply_doc_207_1.pdf,APPLY,COMMON
207,2024-05-03 06:01:52.936379,197,doc_result_doc_207_2.pdf,DOC_RESULT,TARGET_ONLY
208,2024-06-30 04:43:09.864570,198,apply_doc_208_1.pdf,APPLY,TARGET_ONLY
208,2024-06-30 06:22:40.649915,199,apply_doc_208_2.pdf,APPLY,TARGET_ONLY
209,2024-12-13 13:45:29.894604,200,apply_doc_209_1.pdf,APPLY,TARGET_ONLY
211,2025-05-31 23:46:03.413797,201,apply_doc_211_1.pdf,APPLY,TARGET_ONLY
213,2024-11-08 10:26:14.449962,202,doc_result_doc_213_1.pdf,DOC_RESULT,TARGET_ONLY
213,2024-11-01 22:38:58.080172,203,apply_doc_213_2.pdf,APPLY,COMMON
215,2025-07-07 16:27:09.540645,204,apply_doc_215_1.pdf,APPLY,TARGET_ONLY
215,2025-07-16 05:18:38.584483,205,doc_result_doc_215_2.pdf,DOC_RESULT,COMMON
222,2024-01-14 05:52:45.937755,206,apply_doc_222_1.pdf,APPLY,COMMON
223,2023-11-11 19:34:03.915677,207,apply_doc_223_1.pdf,APPLY,COMMON
224,2024-07-30 19:56:25.068010,208,doc_result_doc_224_1.pdf,DOC_RESULT,TARGET_ONLY
226,2025-12-17 09:30:16.831285,209,apply_doc_226_1.pdf,APPLY,COMMON
226,2025-12-07 11:45:22.440542,210,apply_doc_226_2.pdf,APPLY,COMMON
227,2025-02-08 08:25:44.290818,211,apply_doc_227_1.pdf,APPLY,TARGET_ONLY
228,2024-10-20 15:18:36.035523,212,doc_result_doc_228_1.pdf,DOC_RESULT,TARGET_ONLY
228,2024-10-28 00:16:38.989722,213,doc_result_doc_228_2.pdf,DOC_RESULT,TARGET_ONLY
231,2025-08-05 23:37:27.118664,214,doc_result_doc_231_1.pdf,DOC_RESULT,TARGET_ONLY
231,2025-08-06 04:47:29.833810,215,doc_result_doc_231_2.pdf,DOC_RESULT,COMMON
234,2024-10-26 13:47:04.307353,216,doc_result_doc_234_1.pdf,DOC_RESULT,COMMON
234,2024-10-27 12:12:41.352266,217,apply_doc_234_2.pdf,APPLY,TARGET_ONLY
237,2025-09-13 12:00:07.613660,218,doc_result_doc_237_1.pdf,DOC_RESULT,COMMON
240,2025-06-10 22:52:41.245565,219,apply_doc_240_1.pdf,APPLY,TARGET_ONLY
241,2024-10-07 03:41:57.008802,220,doc_result_doc_241_1.pdf,DOC_RESULT,TARGET_ONLY
242,2024-06-10 13:21:58.616400,221,apply_doc_242_1.pdf,APPLY,COMMON
242,2024-05-29 14:51:09.137352,222,apply_doc_242_2.pdf,APPLY,TARGET_ONLY
244,2024-04-14 19:53:23.568198,223,doc_result_doc_244_1.pdf,DOC_RESULT,COMMON
245,2024-02-09 04:21:56.753267,224,apply_doc_245_1.pdf,APPLY,TARGET_ONLY
246,2024-04-25 16:26:26.134053,225,apply_doc_246_1.pdf,APPLY,TARGET_ONLY
246,2024-04-27 15:37:55.482081,226,apply_doc_246_2.pdf,APPLY,TARGET_ONLY
248,2024-12-05 00:28:45.097228,227,apply_doc_248_1.pdf,APPLY,COMMON
251,2025-07-11 22:40:11.213286,228,doc_result_doc_251_1.pdf,DOC_RESULT,COMMON
251,2025-07-13 16:10:38.731080,229,doc_result_doc_251_2.pdf,DOC_RESULT,COMMON
252,2024-12-08 04:14:07.709752,230,apply_doc_252_1.pdf,APPLY,COMMON
253,2024-11-26 22:54:43.336262,231,doc_result_doc_253_1.pdf,DOC_RESULT,COMMON
254,2025-03-15 09:15:47.426617,232,doc_result_doc_254_1.pdf,DOC_RESULT,TARGET_ONLY
255,2024-09-11 08:26:27.248186,233,apply_doc_255_1.pdf,APPLY,TARGET_ONLY
255,2024-09-11 16:47:29.152952,234,doc_result_doc_255_2.pdf,DOC_RESULT,COMMON
256,2023-11-14 23:11:53.430459,235,doc_result_doc_256_1.pdf,DOC_RESULT,COMMON
259,2024-09-26 02:26:52.928965,236,apply_doc_259_1.pdf,APPLY,COMMON
260,2024-02-21 04:35:19.751037,237,doc_result_doc_260_1.pdf,DOC_RESULT,TARGET_ONLY
261,2025-12-18 05:49:57.988464,238,doc_result_doc_261_1.pdf,DOC_RESULT,COMMON
261,2025-12-20 09:01:34.291387,239,apply_doc_261_2.pdf,APPLY,COMMON
262,2024-06-29 23:44:55.497618,240,doc_result_doc_262_1.pdf,DOC_RESULT,TARGET_ONLY
262,2024-07-11 19:13:00.711329,241,doc_result_doc_262_2.pdf,DOC_RESULT,COMMON
264,2024-12-05 17:56:59.386613,242,doc_result_doc_264_1.pdf,DOC_RESULT,COMMON
265,2024-02-23 02:09:23.821167,243,apply_doc_265_1.pdf,APPLY,TARGET_ONLY
266,2024-11-21 04:44:09.210736,244,apply_doc_266_1.pdf,APPLY,COMMON
267,2024-07-25 17:23:43.636023,245,doc_result_doc_267_1.pdf,DOC_RESULT,TARGET_ONLY
268,2025-09-14 10:52:11.175160,246,doc_result_doc_268_1.pdf,DOC_RESULT,COMMON
268,2025-09-17 06:58:13.490899,247,doc_result_doc_268_2.pdf,DOC_RESULT,TARGET_ONLY
269,2025-02-13 06:35:11.661971,248,apply_doc_269_1.pdf,APPLY,TARGET_ONLY
272,2025-07-19 05:41:55.803037,249,doc_result_doc_272_1.pdf,DOC_RESULT,TARGET_ONLY
273,2024-08-09 22:57:28.378209,250,doc_result_doc_273_1.pdf,DOC_RESULT,TARGET_ONLY
273,2024-08-17 15:02:46.087057,251,apply_doc_273_2.pdf,APPLY,TARGET_ONLY
274,2024-09-12 15:37:19.209962,252,apply_doc_274_1.pdf,APPLY,TARGET_ONLY
275,2024-11-20 01:50:30.863853,253,apply_doc_275_1.pdf,APPLY,COMMON
275,2024-11-19 22:02:21.431572,254,doc_result_doc_275_2.pdf,DOC_RESULT,TARGET_ONLY
276,2025-05-20 13:39:19.480292,255,doc_result_doc_276_1.pdf,DOC_RESULT,TARGET_ONLY
276,2025-05-20 01:39:53.509287,256,apply_doc_276_2.pdf,APPLY,COMMON
278,2024-11-02 05:26:14.359875,257,doc_result_doc_278_1.pdf,DOC_RESULT,COMMON
279,2025-04-06 09:21:57.737620,258,doc_result_doc_279_1.pdf,DOC_RESULT,COMMON
281,2024-10-24 06:14:32.591816,259,apply_doc_281_1.pdf,APPLY,TARGET_ONLY
281,2024-10-14 06:56:20.752140,260,doc_result_doc_281_2.pdf,DOC_RESULT,COMMON
282,2024-06-19 23:32:49.472858,261,doc_result_doc_282_1.pdf,DOC_RESULT,COMMON
282,2024-06-24 06:09:10.102621,262,apply_doc_282_2.pdf,APPLY,COMMON
283,2025-03-25 20:36:20.161666,263,doc_result_doc_283_1.pdf,DOC_RESULT,COMMON
283,2025-03-13 02:11:18.214495,264,apply_doc_283_2.pdf,APPLY,COMMON
284,2024-03-06 11:18:52.768609,265,doc_result_doc_284_1.pdf,DOC_RESULT,TARGET_ONLY
284,2024-03-02 11:39:36.992366,266,doc_result_doc_284_2.pdf,DOC_RESULT,TARGET_ONLY
287,2025-07-16 16:07:18.108429,267,doc_result_doc_287_1.pdf,DOC_RESULT,COMMON
287,2025-07-09 02:45:05.931440,268,doc_result_doc_287_2.pdf,DOC_RESULT,TARGET_ONLY
288,2025-05-04 16:19:48.508326,269,doc_result_doc_288_1.pdf,DOC_RESULT,COMMON
288,2025-05-11 16:52:44.053524,270,apply_doc_288_2.pdf,APPLY,COMMON
289,2024-01-28 09:32:42.518180,271,doc_result_doc_289_1.pdf,DOC_RESULT,COMMON
289,2024-01-14 11:09:17.104445,272,apply_doc_289_2.pdf,APPLY,COMMON
291,2025-09-14 18:09:22.161013,273,apply_doc_291_1.pdf,APPLY,COMMON
291,2025-09-15 04:06:42.747701,274,apply_doc_291_2.pdf,APPLY,TARGET_ONLY
292,2024-07-16 18:59:57.421141,275,apply_doc_292_1.pdf,APPLY,COMMON
292,2024-07-14 13:16:23.995322,276,apply_doc_292_2.pdf,APPLY,TARGET_ONLY
293,2024-10-31 21:16:35.122229,277,apply_doc_293_1.pdf,APPLY,COMMON
297,2024-11-28 01:27:27.386294,278,apply_doc_297_1.pdf,APPLY,TARGET_ONLY
297,2024-11-28 07:56:16.208477,279,doc_result_doc_297_2.pdf,DOC_RESULT,TARGET_ONLY
299,2025-03-05 04:37:59.116631,280,apply_doc_299_1.pdf,APPLY,TARGET_ONLY
