announcement_id,created_at,region_id,region_name
75,2024-12-06 04:46:20.421458,157,수도권
76,2024-06-14 17:59:29.552791,158,수도권
77,2024-10-11 17:45:35.529450,159,수도권
77,2024-10-11 16:56:55.177427,160,특정지역
78,2024-02-25 10:56:09.213275,161,수도권
79,2024-01-29 10:05:14.511749,162,지방
79,2024-01-08 08:34:50.814603,163,전국
79,2024-01-11 14:36:51.711875,164,대구
80,2024-05-29 20:51:21.653580,165,수도권
80,2024-05-29 12:01:00.343163,166,전국
80,2024-05-29 16:31:27.659192,167,대구
81,2024-07-18 08:39:18.607177,168,지방
81,2024-07-17 15:52:12.811326,169,수도권
81,2024-07-17 02:10:14.151948,170,전국
82,2024-08-12 05:36:33.752659,171,지방
82,2024-08-12 02:49:47.208659,172,수도권
82,2024-08-10 19:13:32.779412,173,특정지역
83,2024-06-15 10:04:18.878996,174,특정지역
84,2025-11-21 13:23:07.055736,175,수도권
84,2025-12-02 12:35:33.426534,176,서울
85,2024-07-12 21:48:07.439009,177,지방
85,2024-07-15 05:02:05.288780,178,수도권
86,2024-05-25 08:13:26.496175,179,지방
86,2024-05-15 22:24:08.532576,180,전국
87,2024-04-12 20:21:56.655490,181,지방
87,2024-04-13 07:02:56.593464,182,수도권
88,2025-02-20 16:43:08.922804,183,경기
89,2023-12-26 07:00:06.774177,184,지방
89,2023-12-28 17:45:26.837165,185,전국
89,2023-12-23 04:46:21.902866,186,특정지역
90,2024-07-23 07:24:24.039504,187,인천
90,2024-07-25 23:41:11.859456,188,특정지역
91,2025-11-05 07:32:26.125174,189,수도권
91,2025-11-04 23:48:50.532272,190,특정지역
92,2025-09-17 09:08:07.377607,191,전국
93,2025-02-06 18:17:31.316383,192,지방
93,2025-01-31 03:36:29.066101,193,대구
94,2025-08-17 18:27:07.875921,194,수도권
95,2025-01-25 21:10:26.937014,195,수도권
95,2025-01-24 13:40:26.342197,196,전국
96,2024-04-19 00:23:30.109127,197,지방
96,2024-04-18 16:12:25.971156,198,전국
96,2024-04-18 19:09:53.026768,199,특정지역
97,2025-12-27 20:11:42.076801,200,전국
98,2025-04-05 07:57:29.171077,201,수도권
98,2025-03-26 17:14:37.156723,202,특정지역
99,2023-12-14 09:47:12.732488,203,전국
100,2025-03-28 11:10:19.215849,204,특정지역
101,2024-05-11 18:53:31.323854,205,지방
101,2024-05-09 01:00:44.996533,206,인천
101,2024-05-05 13:22:23.460166,207,특정지역
102,2024-08-12 00:56:49.801804,208,부산
103,2025-01-07 00:30:43.176289,209,전국
104,2025-01-22 13:19:31.919873,210,전국
104,2025-02-08 21:02:40.847437,211,특정지역
105,2025-07-15 15:53:44.722625,212,지방
105,2025-07-16 09:54:53.300113,213,전국
105,2025-07-15 10:56:20.769457,214,특정지역
106,2024-10-11 05:27:14.976183,215,수도권
106,2024-10-13 03:14:38.256075,216,전국
106,2024-10-06 15:54:24.296125,217,서울
107,2025-10-18 16:16:22.022967,218,수도권
107,2025-10-14 01:58:57.049348,219,경기
107,2025-10-22 14:29:51.503745,220,특정지역
108,2025-04-24 10:16:23.557184,221,수도권
108,2025-04-26 00:17:15.135410,222,특정지역
109,2024-09-25 11:10:01.694504,223,전국
110,2024-06-21 16:53:50.628632,224,특정지역
111,2025-04-13 04:09:42.765615,225,지방
112,2025-04-04 17:44:07.094837,226,지방
112,2025-03-27 03:34:07.700605,227,수도권
112,2025-03-27 00:48:21.804621,228,서울
113,2023-12-17 12:19:35.462747,229,부산
113,2024-01-02 20:56:08.563816,230,전국
114,2024-03-10 14:38:50.732019,231,전국
114,2024-03-10 19:14:44.503089,232,경기
114,2024-03-08 19:53:38.147170,233,특정지역
115,2024-12-26 16:22:54.227433,234,지방
115,2025-01-01 01:51:56.257959,235,특정지역
116,2024-11-03 15:52:09.272148,236,수도권
116,2024-10-29 20:39:10.118875,237,전국
117,2024-08-07 18:56:53.519432,238,수도권
118,2025-12-04 03:40:39.990420,239,지방
118,2025-12-04 03:20:21.412942,240,특정지역
118,2025-12-04 03:33:51.384217,241,대구
119,2024-03-12 19:05:45.199303,242,수도권
119,2024-03-09 08:07:07.489391,243,특정지역
120,2024-04-16 11:50:56.478508,244,특정지역
121,2024-12-01 05:24:59.666773,245,특정지역
122,2025-07-21 22:04:22.698367,246,수도권
122,2025-06-30 20:41:39.560081,247,대구
123,2024-12-10 12:31:38.074812,248,지방
123,2024-12-14 00:18:03.443004,249,부산
123,2024-12-11 16:27:48.580649,250,특정지역
124,2024-03-25 13:05:39.794859,251,지방
125,2025-09-10 11:01:55.455007,252,지방
125,2025-09-10 16:34:15.795344,253,전국
125,2025-09-10 20:57:54.606489,254,인천
126,2025-10-24 14:36:25.169367,255,지방
126,2025-10-31 21:54:05.966717,256,수도권
126,2025-10-18 05:24:59.148060,257,전국
127,2024-02-07 17:15:09.925419,258,지방
127,2024-02-11 07:36:28.386207,259,수도권
127,2024-02-07 00:54:49.691118,260,대구
128,2024-05-27 23:00:00.456476,261,지방
128,2024-06-09 01:19:37.708685,262,수도권
129,2024-03-19 21:54:03.849316,263,수도권
129,2024-03-23 02:22:03.510337,264,경기
129,2024-03-11 12:22:17.014551,265,특정지역
130,2023-12-30 01:51:55.493046,266,지방
130,2023-12-29 20:41:44.568788,267,전국
130,2023-12-29 19:05:44.718229,268,특정지역
131,2024-07-19 11:49:04.210443,269,지방
131,2024-07-19 16:33:22.285276,270,전국
131,2024-07-19 20:29:01.950022,271,특정지역
132,2025-03-18 03:05:11.773801,272,지방
132,2025-03-16 14:40:52.991951,273,수도권
132,2025-03-10 12:12:51.337943,274,경기
133,2025-07-20 17:08:40.862243,275,지방
134,2024-01-19 02:50:20.208649,276,지방
134,2024-01-17 10:11:34.880381,277,전국
135,2024-10-19 03:09:25.878256,278,인천
135,2024-10-16 06:32:28.613117,279,특정지역
136,2024-12-19 04:10:14.037470,280,수도권
136,2024-12-18 23:20:45.454549,281,경기
137,2025-07-11 06:39:00.541029,282,수도권
137,2025-07-13 05:45:46.830128,283,경기
138,2024-03-17 09:56:56.253012,284,전국
138,2024-03-22 16:55:22.003835,285,경기
138,2024-03-18 20:56:10.151440,286,특정지역
139,2025-07-29 17:01:57.391514,287,지방
139,2025-07-26 17:15:36.212921,288,수도권
139,2025-08-06 21:10:26.273490,289,대구
140,2025-05-11 16:33:42.463702,290,수도권
140,2025-05-10 20:34:45.061496,291,전국
140,2025-05-10 02:37:19.589317,292,특정지역
141,2024-12-11 09:18:41.814114,293,전국
142,2025-03-28 06:19:17.111749,294,지방
142,2025-03-29 04:39:50.744611,295,전국
142,2025-03-25 22:08:23.077125,296,특정지역
143,2024-12-08 07:48:20.436310,297,전국
143,2024-12-16 05:47:00.191250,298,인천
144,2024-04-17 16:26:16.306697,299,지방
144,2024-04-18 19:04:07.800322,300,전국
144,2024-04-20 19:58:39.499388,301,특정지역
145,2025-01-07 02:36:37.465212,302,지방
146,2025-04-18 13:28:41.574064,303,지방
146,2025-04-18 20:58:02.795489,304,수도권
146,2025-04-20 12:42:18.038433,305,대구
147,2024-08-10 22:38:28.058063,306,경기
147,2024-08-14 07:14:52.636173,307,특정지역
148,2025-10-16 00:13:22.121261,308,지방
148,2025-10-04 07:49:49.473730,309,수도권
149,2025-01-11 02:15:02.945617,310,지방
149,2025-01-10 22:32:20.644701,311,특정지역
150,2024-07-19 18:07:17.504075,312,지방
150,2024-07-28 17:43:33.323036,313,수도권
151,2024-02-28 03:56:42.391507,314,특정지역
152,2024-02-10 06:27:20.543799,315,전국
153,2025-10-31 06:38:54.176665,316,지방
154,2024-10-29 06:44:41.852243,317,지방
154,2024-10-15 13:33:10.932060,318,전국
155,2024-07-06 14:19:26.258829,319,지방
155,2024-07-10 06:04:55.817616,320,수도권
155,2024-07-06 09:06:52.888983,321,특정지역
156,2024-10-29 02:35:50.166852,322,지방
157,2024-12-20 19:30:24.456155,323,지방
157,2024-12-16 02:51:29.749868,324,전국
158,2024-12-12 03:16:07.559482,325,전국
159,2024-08-03 14:40:06.694554,326,전국
160,2025-06-20 18:31:08.138153,327,서울
160,2025-06-21 08:32:11.229458,328,특정지역
161,2025-05-13 14:12:19.381209,329,지방
161,2025-05-27 07:55:23.795143,330,특정지역
162,2024-10-11 04:27:55.570863,331,지방
162,2024-10-09 06:16:00.724184,332,대구
163,2025-06-07 16:45:33.038424,333,전국
163,2025-06-07 10:19:18.384559,334,서울
164,2025-05-23 16:45:59.586841,335,전국
165,2024-03-08 13:05:20.244079,336,특정지역
166,2025-10-03 15:32:33.068987,337,수도권
166,2025-10-03 09:46:25.159066,338,대구
166,2025-10-08 14:25:06.304571,339,특정지역
167,2025-03-10 09:10:44.302512,340,지방
167,2025-02-25 09:36:56.666583,341,전국
168,2024-02-28 11:38:47.334880,342,부산
168,2024-02-28 18:44:10.355541,343,특정지역
169,2025-06-15 07:15:22.944557,344,전국
170,2025-06-09 07:35:09.443910,345,수도권
171,2025-07-16 01:09:51.352240,346,수도권
171,2025-07-10 17:27:41.986074,347,전국
171,2025-07-09 13:30:32.616349,348,대구
172,2024-01-13 18:10:55.006514,349,특정지역
172,2024-01-25 13:53:55.613195,350,대구
173,2024-06-19 16:10:10.484171,351,지방
173,2024-06-19 12:10:14.913530,352,전국
174,2024-06-15 21:36:13.403966,353,지방
174,2024-06-16 03:44:16.810430,354,전국
174,2024-06-16 05:01:44.482995,355,경기
175,2025-01-10 03:39:06.011963,356,지방
175,2025-01-13 00:03:17.133887,357,전국
176,2024-08-15 04:47:57.995139,358,지방
176,2024-07-30 15:12:19.005198,359,전국
176,2024-08-08 22:37:43.017154,360,서울
177,2025-07-17 01:04:25.740584,361,특정지역
178,2024-02-11 12:15:27.105174,362,수도권
179,2024-09-09 23:04:16.516525,363,전국
180,2025-10-16 16:09:40.039233,364,지방
180,2025-10-15 19:27:28.746800,365,경기
181,2024-04-18 01:47:54.548748,366,부산
181,2024-04-14 04:21:24.416764,367,전국
182,2025-09-25 23:32:31.954053,368,수도권
182,2025-09-24 19:22:01.114115,369,전국
182,2025-09-24 07:00:50.797640,370,특정지역
183,2025-02-11 21:28:48.134579,371,수도권
183,2025-02-07 01:24:29.816592,372,전국
183,2025-02-09 05:29:00.438048,373,특정지역
184,2025-10-23 19:25:06.472196,374,수도권
184,2025-10-28 19:59:32.358658,375,인천
185,2024-07-27 15:57:34.948197,376,전국
185,2024-07-29 17:11:49.319393,377,경기
186,2025-08-24 07:45:56.708412,378,경기
186,2025-09-05 09:12:47.846735,379,특정지역
187,2025-05-07 10:34:14.673488,380,수도권
187,2025-05-14 18:50:04.956690,381,인천
188,2025-11-15 02:15:38.151845,382,지방
188,2025-11-17 08:57:46.235919,383,수도권
188,2025-12-07 21:46:51.800439,384,인천
189,2024-12-21 03:29:43.235062,385,수도권
189,2024-12-15 17:34:09.906674,386,경기
189,2024-12-19 21:51:01.041028,387,특정지역
190,2025-03-04 13:26:35.848148,388,전국
190,2025-03-05 05:01:57.822628,389,특정지역
191,2024-02-29 19:54:07.110443,390,대구
192,2024-07-16 21:36:08.327944,391,특정지역
193,2025-11-02 01:39:14.166897,392,수도권
193,2025-11-01 11:49:27.018701,393,특정지역
194,2024-09-18 13:38:08.955042,394,특정지역
195,2024-08-10 09:31:19.608955,395,수도권
195,2024-08-06 05:51:26.258131,396,인천
196,2025-05-14 08:21:44.354709,397,수도권
196,2025-05-11 01:08:23.563920,398,대구
196,2025-05-13 16:03:04.382481,399,특정지역
197,2025-03-22 19:17:48.730773,400,수도권
197,2025-03-22 18:17:41.445716,401,전국
197,2025-03-22 10:28:42.878157,402,특정지역
198,2024-08-07 00:41:22.211780,403,특정지역
199,2025-01-01 06:53:46.434129,404,지방
199,2025-01-04 06:15:01.810604,405,수도권
199,2024-12-30 23:01:08.576112,406,특정지역
200,2024-06-23 18:28:58.888543,407,전국
201,2024-06-29 20:50:50.250288,408,수도권
201,2024-06-30 22:00:34.063206,409,인천
201,2024-06-16 11:56:53.725534,410,특정지역
202,2024-09-07 16:16:47.535882,411,지방
202,2024-09-07 06:36:42.078796,412,전국
202,2024-09-18 04:18:40.072779,413,인천
203,2025-12-08 14:29:38.432121,414,지방
203,2025-12-09 23:41:09.236858,415,수도권
204,2024-05-26 05:43:56.721512,416,지방
204,2024-05-30 10:29:03.746934,417,수도권
204,2024-05-25 04:12:26.240634,418,전국
205,2024-09-13 06:42:22.534848,419,지방
205,2024-09-08 18:25:05.827460,420,전국
205,2024-09-09 05:28:54.790934,421,특정지역
206,2025-10-19 14:00:38.250020,422,지방
206,2025-10-12 16:23:01.491617,423,전국
206,2025-10-15 22:26:16.636628,424,특정지역
207,2024-04-30 20:06:11.437409,425,전국
207,2024-05-04 20:29:19.160917,426,대구
208,2024-06-30 16:40:58.390903,427,지방
208,2024-07-02 18:25:49.095337,428,수도권
208,2024-07-03 23:05:00.853369,429,경기
209,2024-12-25 16:47:25.855816,430,전국
209,2024-12-19 14:34:10.278149,431,특정지역
210,2023-12-16 10:50:42.623288,432,수도권
211,2025-06-06 00:51:08.604961,433,지방
211,2025-05-19 22:10:12.489272,434,서울
211,2025-05-31 04:42:34.238168,435,특정지역
212,2024-08-21 01:09:41.328798,436,전국
212,2024-08-08 22:32:25.185641,437,특정지역
213,2024-11-01 19:10:05.343175,438,지방
213,2024-10-31 14:16:04.403171,439,전국
214,2024-01-05 23:25:51.945533,440,수도권
214,2024-01-06 06:34:58.017029,441,특정지역
215,2025-07-10 23:53:06.263460,442,지방
215,2025-07-19 09:25:57.508092,443,수도권
215,2025-07-03 02:55:08.262043,444,전국
216,2024-03-11 08:21:36.666861,445,부산
216,2024-03-08 01:36:28.815669,446,전국
217,2024-06-24 10:36:27.849659,447,수도권
218,2024-06-26 23:44:21.147646,448,지방
218,2024-06-21 23:30:00.291206,449,특정지역
219,2024-02-12 07:50:58.753573,450,지방
219,2024-02-10 14:53:47.557041,451,대구
220,2024-12-05 23:32:53.570068,452,지방
221,2025-04-27 07:16:36.400015,453,수도권
221,2025-05-09 19:35:47.655668,454,전국
221,2025-04-23 04:25:50.578679,455,특정지역
222,2024-01-26 05:14:22.499318,456,부산
223,2023-11-11 07:19:57.447055,457,특정지역
224,2024-08-02 22:30:20.291449,458,지방
224,2024-07-30 21:18:03.338652,459,경기
224,2024-07-25 20:55:26.741748,460,특정지역
225,2025-12-23 16:41:22.860957,461,수도권
226,2025-12-05 17:34:51.227230,462,지방
227,2025-02-19 05:51:54.004934,463,전국
228,2024-10-11 19:45:26.465189,464,서울
228,2024-10-14 03:00:04.584310,465,특정지역
229,2023-12-07 07:02:09.865710,466,경기
230,2025-10-28 14:04:57.739571,467,전국
230,2025-11-05 05:47:26.392357,468,특정지역
231,2025-08-05 18:36:21.682513,469,대구
232,2025-09-01 23:43:00.308619,470,수도권
232,2025-08-30 18:03:01.831293,471,특정지역
233,2024-06-10 07:33:27.707957,472,지방
233,2024-06-12 07:49:29.663743,473,인천
233,2024-06-17 05:43:31.214945,474,특정지역
234,2024-10-27 10:51:45.165017,475,수도권
234,2024-10-26 17:30:05.100677,476,서울
235,2025-06-26 18:57:17.878858,477,전국
235,2025-07-02 14:18:46.327228,478,특정지역
236,2024-04-09 14:34:05.890618,479,전국
237,2025-09-14 21:11:16.774990,480,지방
237,2025-09-12 16:24:52.395245,481,수도권
237,2025-09-15 12:49:04.301327,482,대구
238,2024-12-22 14:26:59.956129,483,수도권
238,2024-12-23 03:15:55.950818,484,인천
239,2025-08-18 18:00:14.681191,485,수도권
239,2025-09-02 23:03:10.895373,486,경기
239,2025-08-31 21:50:01.522348,487,전국
240,2025-06-11 03:28:46.609038,488,지방
240,2025-06-10 03:13:20.852055,489,인천
240,2025-06-11 10:36:57.161242,490,특정지역
241,2024-10-12 21:20:49.633429,491,특정지역
242,2024-05-25 21:54:07.560885,492,수도권
242,2024-05-28 18:42:37.886688,493,전국
242,2024-05-31 10:08:28.700812,494,서울
243,2024-07-06 08:54:22.445782,495,수도권
243,2024-07-03 18:11:28.171203,496,전국
244,2024-04-29 08:20:55.025753,497,지방
244,2024-04-16 11:24:04.224559,498,전국
244,2024-04-25 10:27:11.731720,499,특정지역
245,2024-02-10 23:41:57.289457,500,지방
246,2024-04-23 09:08:37.621958,501,수도권
246,2024-04-23 06:40:45.775487,502,전국
247,2025-11-12 11:54:42.492384,503,지방
247,2025-11-22 03:56:50.397793,504,수도권
247,2025-11-14 02:18:02.478381,505,전국
248,2024-12-05 02:30:13.108534,506,부산
248,2024-12-01 02:49:34.424531,507,전국
248,2024-12-04 00:55:27.903192,508,특정지역
249,2024-12-21 17:54:14.493723,509,전국
249,2024-12-30 06:26:48.769914,510,특정지역
250,2025-08-08 04:59:17.262729,511,전국
250,2025-08-17 12:01:48.098242,512,특정지역
250,2025-08-03 03:50:32.088113,513,대구
251,2025-07-10 16:02:12.635819,514,수도권
251,2025-07-13 07:45:23.079379,515,전국
251,2025-07-23 13:07:06.491375,516,대구
252,2024-12-17 23:50:23.999405,517,수도권
252,2024-12-07 13:27:51.929061,518,인천
252,2024-12-13 03:16:24.244384,519,특정지역
253,2024-11-24 09:21:58.569094,520,지방
253,2024-11-26 01:59:53.766583,521,수도권
253,2024-11-26 23:25:21.241293,522,전국
254,2025-03-16 18:07:29.093593,523,전국
255,2024-09-06 12:35:11.235277,524,지방
255,2024-09-05 20:19:33.168562,525,인천
255,2024-09-04 21:06:15.443378,526,특정지역
256,2023-11-15 01:53:13.117538,527,지방
256,2023-11-14 22:15:12.000240,528,전국
257,2025-04-07 12:42:38.964669,529,수도권
258,2024-12-14 00:09:13.434449,530,부산
258,2024-12-15 00:47:01.471191,531,수도권
259,2024-09-25 09:27:24.368189,532,지방
259,2024-09-24 09:42:33.283615,533,특정지역
260,2024-02-23 08:34:55.670520,534,지방
260,2024-02-23 13:41:20.593074,535,수도권
260,2024-02-27 13:15:01.796349,536,부산
261,2025-12-07 09:04:02.431948,537,수도권
261,2025-12-11 18:18:25.771609,538,전국
262,2024-07-13 09:11:36.979167,539,전국
263,2025-04-27 02:49:59.586891,540,지방
263,2025-05-21 14:02:41.868203,541,전국
263,2025-05-09 19:56:41.438047,542,특정지역
264,2024-12-07 04:29:31.074125,543,특정지역
265,2024-02-19 03:30:23.225252,544,지방
265,2024-02-15 19:02:29.789899,545,경기
265,2024-02-23 05:46:42.791327,546,특정지역
266,2024-11-26 18:59:13.189928,547,지방
266,2024-11-20 19:50:35.306723,548,전국
267,2024-07-25 13:03:17.703611,549,지방
267,2024-07-26 08:44:19.556270,550,전국
268,2025-09-17 05:14:08.831884,551,수도권
269,2025-02-10 14:10:49.742522,552,대구
270,2025-06-03 13:27:19.512960,553,수도권
270,2025-06-03 07:25:42.711536,554,전국
270,2025-05-21 00:24:16.538448,555,서울
271,2025-01-06 15:09:07.537076,556,지방
272,2025-08-10 04:33:12.545127,557,지방
273,2024-08-12 22:25:07.409140,558,지방
273,2024-08-06 22:49:34.500516,559,전국
273,2024-08-09 07:39:06.569300,560,인천
274,2024-09-12 14:05:36.589822,561,지방
274,2024-09-12 13:47:34.296809,562,전국
275,2024-11-20 21:25:43.768411,563,경기
276,2025-05-26 09:50:46.721779,564,서울
277,2025-06-11 20:42:46.478822,565,지방
278,2024-11-02 06:39:42.487936,566,대구
279,2025-04-03 02:03:26.573934,567,전국
279,2025-04-03 17:27:36.737816,568,특정지역
280,2024-08-24 18:42:31.357808,569,지방
281,2024-10-21 01:05:33.058878,570,특정지역
282,2024-06-06 23:49:46.810963,571,특정지역
283,2025-03-18 20:56:42.673688,572,지방
283,2025-03-11 07:50:25.053127,573,전국
283,2025-03-16 03:16:30.673431,574,인천
284,2024-03-05 22:14:24.808549,575,수도권
284,2024-03-09 12:01:26.763307,576,서울
284,2024-03-05 17:13:28.161552,577,특정지역
285,2024-10-29 16:44:16.944970,578,지방
286,2024-09-11 13:33:25.215874,579,지방
286,2024-09-10 08:07:37.880051,580,전국
286,2024-09-11 22:31:14.201705,581,경기
287,2025-07-03 03:07:53.970394,582,수도권
287,2025-07-01 07:29:34.202532,583,대구
288,2025-05-02 09:41:10.897520,584,지방
288,2025-05-11 08:17:34.375870,585,서울
288,2025-05-06 02:40:23.187969,586,특정지역
289,2024-01-17 02:20:11.471474,587,수도권
289,2024-01-17 15:03:37.252082,588,전국
289,2024-01-18 19:55:42.013036,589,특정지역
290,2025-04-29 15:23:07.457332,590,지방
290,2025-05-05 13:52:52.628950,591,인천
