announcement_id,created_at,summary_id,updated_at,summary
48,2025-08-22 06:48:18.304604,29,2025-08-24 19:38:48.489145,인천 공고 요약 48
50,2025-03-16 05:18:15.777727,30,2025-03-17 20:44:28.302139,서울 공고 요약 50
51,2025-05-20 16:14:13.043542,31,2025-05-20 17:42:19.145216,인천 공고 요약 51
52,2024-02-01 09:25:52.202053,32,2024-02-06 07:54:44.060476,인천 공고 요약 52
54,2024-06-11 11:10:02.086131,33,2024-06-14 20:16:10.467742,
55,2024-10-09 23:22:44.513182,34,2024-10-09 23:41:39.351577,
57,2025-03-24 20:53:39.702765,35,2025-03-26 17:21:43.035771,부산 공고 요약 57
58,2025-03-19 12:46:42.521814,36,2025-04-02 18:33:49.029240,부산 공고 요약 58
59,2025-10-14 19:53:42.521770,37,2025-10-17 18:34:00.531437,부산 공고 요약 59
60,2025-02-09 12:57:42.497953,38,2025-02-09 20:24:34.648046,서울 공고 요약 60
61,2025-10-06 11:43:37.551543,39,2025-10-09 21:10:28.007754,
62,2024-05-13 22:37:50.611962,40,2024-05-16 07:30:01.080037,부산 공고 요약 62
63,2024-06-22 23:46:25.313295,41,2024-06-23 04:15:24.823828,
65,2025-05-15 12:50:01.361760,42,2025-05-17 00:54:14.303702,부산 공고 요약 65
66,2024-09-12 15:50:45.754087,43,2024-09-17 22:51:15.677288,경기 공고 요약 66
67,2025-10-29 21:55:57.207631,44,2025-10-30 10:05:32.228927,인천 공고 요약 67
68,2025-08-22 15:45:00.488215,45,2025-08-25 14:54:02.646885,부산 공고 요약 68
69,2024-10-19 09:39:18.295007,46,2024-10-19 14:22:16.481930,대구 공고 요약 69
70,2024-03-29 02:35:26.515685,47,2024-04-04 09:07:16.157688,부산 공고 요약 70
72,2024-12-27 08:34:59.204080,48,2024-12-31 11:08:19.894181,인천 공고 요약 72
73,2024-01-22 02:35:48.850028,49,2024-01-30 08:47:35.131560,경기 공고 요약 73
74,2024-01-28 18:07:03.729240,50,2024-01-29 09:18:03.081366,대구 공고 요약 74
75,2024-12-04 22:16:10.713613,51,2024-12-08 11:32:01.003724,
77,2024-10-07 15:15:55.693228,52,2024-10-10 04:57:39.472280,경기 공고 요약 77
79,2024-01-15 20:18:31.690870,53,2024-01-17 05:04:17.156023,대구 공고 요약 79
80,2024-05-29 20:21:07.766393,54,2024-05-29 22:04:36.594063,대구 공고 요약 80
81,2024-07-18 09:49:18.501421,55,2024-07-18 11:57:45.141370,부산 공고 요약 81
83,2024-06-19 14:05:02.007196,56,2024-06-19 20:23:09.123450,대구 공고 요약 83
84,2025-11-24 07:28:41.911919,57,2025-11-28 07:30:25.306574,서울 공고 요약 84
86,2024-05-15 22:55:12.465562,58,2024-05-26 06:37:16.154729,인천 공고 요약 86
87,2024-04-13 00:52:39.610752,59,2024-04-13 06:35:51.722686,
88,2025-02-20 20:01:06.657502,60,2025-02-23 23:08:08.609630,경기 공고 요약 88
89,2023-12-28 06:08:20.757026,61,2023-12-29 22:15:32.576919,인천 공고 요약 89
90,2024-07-05 21:25:05.358705,62,2024-07-21 06:57:15.574895,인천 공고 요약 90
92,2025-09-16 00:19:04.947165,63,2025-09-16 21:32:04.738770,대구 공고 요약 92
93,2025-02-07 19:42:09.006898,64,2025-02-09 22:12:14.464804,대구 공고 요약 93
94,2025-08-07 20:31:49.839696,65,2025-08-18 00:14:34.686364,인천 공고 요약 94
95,2025-02-06 11:57:22.959916,66,2025-02-06 19:20:54.166582,인천 공고 요약 95
97,2025-12-23 08:11:26.961123,67,2025-12-25 15:46:59.523204,대구 공고 요약 97
98,2025-03-23 08:08:03.963013,68,2025-03-26 02:27:37.268228,대구 공고 요약 98
99,2023-12-18 13:43:14.704582,69,2024-01-01 05:18:57.554246,경기 공고 요약 99
102,2024-08-07 04:23:12.300109,70,2024-08-10 12:03:54.043770,
103,2025-01-06 09:04:17.682936,71,2025-01-06 17:40:31.053343,경기 공고 요약 103
104,2025-01-23 05:22:51.881415,72,2025-02-08 23:07:08.061016,인천 공고 요약 104
106,2024-10-14 02:30:07.011805,73,2024-10-21 09:34:59.178871,서울 공고 요약 106
107,2025-10-21 04:32:24.986658,74,2025-10-21 18:44:42.037468,경기 공고 요약 107
109,2024-10-06 15:41:50.965514,75,2024-10-06 23:45:59.098514,부산 공고 요약 109
113,2023-12-27 03:22:14.429454,76,2023-12-29 23:30:43.752187,부산 공고 요약 113
114,2024-03-03 05:36:48.692716,77,2024-03-03 23:40:39.024404,경기 공고 요약 114
115,2024-12-24 21:34:30.872955,78,2024-12-31 21:44:49.374091,대구 공고 요약 115
116,2024-10-31 07:42:24.696433,79,2024-11-03 21:53:34.419476,대구 공고 요약 116
118,2025-12-04 03:38:06.218747,80,2025-12-04 03:42:32.970613,대구 공고 요약 118
119,2024-03-15 17:39:47.406975,81,2024-03-18 10:43:53.629022,서울 공고 요약 119
120,2024-04-19 07:25:17.180338,82,2024-04-21 07:53:48.675583,경기 공고 요약 120
121,2024-11-17 20:34:56.085018,83,2024-12-03 13:16:13.819283,서울 공고 요약 121
122,2025-07-25 13:48:43.945041,84,2025-07-26 16:30:06.096820,대구 공고 요약 122
123,2024-12-12 04:56:03.442964,85,2024-12-12 12:38:09.011411,부산 공고 요약 123
124,2024-03-22 15:11:20.544525,86,2024-03-30 11:05:22.732466,경기 공고 요약 124
125,2025-09-10 12:51:03.802673,87,2025-09-10 17:41:50.068254,인천 공고 요약 125
126,2025-11-01 14:00:36.598811,88,2025-11-02 18:27:45.041188,대구 공고 요약 126
127,2024-02-07 07:12:22.134723,89,2024-02-11 05:27:37.000116,대구 공고 요약 127
129,2024-03-07 23:09:55.500380,90,2024-03-21 03:09:58.266873,경기 공고 요약 129
131,2024-07-20 09:31:46.713927,91,2024-07-20 16:30:22.580839,부산 공고 요약 131
132,2025-03-09 06:29:38.793162,92,2025-03-14 08:53:23.760267,경기 공고 요약 132
134,2024-01-17 20:12:24.921885,93,2024-01-18 07:36:29.714669,경기 공고 요약 134
135,2024-10-16 17:25:31.529771,94,2024-10-21 10:28:43.066779,인천 공고 요약 135
136,2024-12-19 01:30:56.947206,95,2024-12-19 08:57:07.532045,경기 공고 요약 136
137,2025-07-13 16:47:52.186358,96,2025-07-13 17:22:37.300615,경기 공고 요약 137
138,2024-03-25 06:56:11.835551,97,2024-03-28 11:30:39.537265,경기 공고 요약 138
139,2025-08-02 00:27:56.109251,98,2025-08-08 17:22:15.557195,
141,2024-12-02 21:39:54.971818,99,2024-12-03 04:07:10.254018,대구 공고 요약 141
142,2025-03-31 09:27:09.323190,100,2025-04-04 03:45:16.648812,인천 공고 요약 142
143,2024-12-13 07:39:17.020403,101,2024-12-15 08:56:32.442923,인천 공고 요약 143
144,2024-04-19 22:43:46.214182,102,2024-04-20 21:51:22.035256,부산 공고 요약 144
145,2025-01-07 03:07:42.919227,103,2025-01-07 13:17:45.943050,경기 공고 요약 145
146,2025-04-21 10:18:37.609571,104,2025-04-21 18:39:27.303893,대구 공고 요약 146
147,2024-08-16 22:25:35.365054,105,2024-08-19 04:24:24.132996,경기 공고 요약 147
148,2025-10-14 00:12:40.093840,106,2025-10-16 17:46:13.002239,부산 공고 요약 148
149,2025-01-11 06:28:58.038238,107,2025-01-11 21:42:50.619737,부산 공고 요약 149
150,2024-07-22 22:16:29.499133,108,2024-07-27 13:54:03.734812,
151,2024-02-29 11:32:22.338084,109,2024-03-04 16:34:41.709639,
152,2024-02-15 10:47:59.845440,110,2024-02-17 04:03:13.028035,경기 공고 요약 152
153,2025-10-26 08:27:44.718048,111,2025-10-28 17:02:12.865018,대구 공고 요약 153
155,2024-07-07 04:44:33.372864,112,2024-07-07 20:37:05.703202,
156,2024-10-20 18:52:49.473813,113,2024-10-24 15:19:12.405884,경기 공고 요약 156
157,2024-12-15 15:14:44.086333,114,2024-12-18 19:59:11.707495,경기 공고 요약 157
158,2024-12-12 23:20:19.454994,115,2024-12-13 05:15:43.155196,대구 공고 요약 158
159,2024-07-29 07:52:06.159473,116,2024-08-11 19:08:30.379336,인천 공고 요약 159
161,2025-05-25 00:28:47.715074,117,2025-05-27 09:39:15.580631,부산 공고 요약 161
164,2025-05-23 16:53:29.729618,118,2025-05-23 19:31:13.147225,인천 공고 요약 164
168,2024-02-28 21:23:01.611460,119,2024-02-29 00:42:25.041396,부산 공고 요약 168
170,2025-06-05 16:45:06.167751,120,2025-06-10 14:39:13.585828,인천 공고 요약 170
173,2024-06-20 22:32:23.376457,121,2024-06-21 05:09:01.224027,부산 공고 요약 173
174,2024-06-14 20:27:00.213364,122,2024-06-15 18:10:02.084230,경기 공고 요약 174
175,2025-01-13 07:41:23.523338,123,2025-01-13 11:05:57.879088,경기 공고 요약 175
177,2025-07-24 03:16:02.481211,124,2025-07-26 13:23:28.463619,경기 공고 요약 177
179,2024-09-17 11:49:30.383927,125,2024-09-17 13:56:47.563211,부산 공고 요약 179
180,2025-10-14 18:31:01.877687,126,2025-10-15 03:44:20.641946,
181,2024-04-08 17:35:22.888854,127,2024-04-13 09:47:12.615448,부산 공고 요약 181
182,2025-09-28 12:59:33.437284,128,2025-09-29 00:40:40.889138,인천 공고 요약 182
183,2025-02-11 16:00:14.384712,129,2025-02-13 03:43:04.517436,대구 공고 요약 183
184,2025-10-15 11:08:55.797247,130,2025-10-17 11:57:57.924324,인천 공고 요약 184
186,2025-08-30 08:42:31.845431,131,2025-09-08 04:58:12.860649,경기 공고 요약 186
187,2025-05-18 11:36:44.954834,132,2025-05-18 21:07:15.175051,인천 공고 요약 187
188,2025-12-03 15:10:01.928753,133,2025-12-11 19:58:11.370047,인천 공고 요약 188
189,2024-12-18 22:30:45.673078,134,2024-12-20 18:31:48.547245,경기 공고 요약 189
190,2025-03-11 13:00:19.631868,135,2025-03-22 08:34:42.231894,부산 공고 요약 190
191,2024-02-29 00:01:30.799694,136,2024-03-01 01:59:51.996284,대구 공고 요약 191
192,2024-07-14 10:57:19.413667,137,2024-07-17 17:40:14.531648,경기 공고 요약 192
193,2025-11-02 01:09:44.669825,138,2025-11-02 06:36:16.177974,대구 공고 요약 193
194,2024-10-09 01:33:37.162573,139,2024-10-14 14:20:16.427328,대구 공고 요약 194
195,2024-08-02 03:59:31.075753,140,2024-08-16 12:43:40.084749,인천 공고 요약 195
196,2025-05-11 07:31:40.020305,141,2025-05-12 16:23:27.603414,대구 공고 요약 196
197,2025-03-22 06:20:28.742443,142,2025-03-22 09:08:19.059669,부산 공고 요약 197
199,2025-01-07 03:25:19.544208,143,2025-01-07 06:49:39.649497,
201,2024-06-16 22:05:23.955505,144,2024-06-17 07:00:34.772136,인천 공고 요약 201
202,2024-09-03 00:06:37.136369,145,2024-09-17 17:39:54.897194,인천 공고 요약 202
204,2024-05-29 04:47:53.424970,146,2024-05-30 13:44:03.833296,부산 공고 요약 204
205,2024-09-09 08:30:22.983282,147,2024-09-09 19:18:23.867768,서울 공고 요약 205
206,2025-10-05 12:03:43.728279,148,2025-10-11 20:55:03.609338,부산 공고 요약 206
208,2024-06-25 17:42:28.797770,149,2024-06-30 21:57:55.481900,경기 공고 요약 208
209,2024-12-22 04:10:30.252424,150,2024-12-29 05:33:10.120051,인천 공고 요약 209
210,2023-12-09 19:46:20.560586,151,2023-12-14 09:31:30.145161,경기 공고 요약 210
211,2025-06-08 12:53:47.170369,152,2025-06-12 06:48:13.284919,서울 공고 요약 211
212,2024-08-13 22:28:11.719269,153,2024-08-21 13:01:24.289819,서울 공고 요약 212
213,2024-11-05 07:26:24.992719,154,2024-11-10 00:52:39.219211,서울 공고 요약 213
214,2024-01-04 04:48:58.470648,155,2024-01-04 08:40:30.497766,
217,2024-06-24 02:56:57.036016,156,2024-06-24 21:43:10.148773,서울 공고 요약 217
218,2024-07-02 05:01:13.254690,157,2024-07-04 03:42:09.558955,서울 공고 요약 218
220,2024-12-08 21:05:16.890892,158,2024-12-08 21:40:06.678121,부산 공고 요약 220
221,2025-04-23 22:22:45.970233,159,2025-04-24 06:28:44.449496,인천 공고 요약 221
222,2024-02-01 22:40:16.429739,160,2024-02-03 14:19:37.741484,부산 공고 요약 222
223,2023-11-11 05:03:44.833428,161,2023-11-12 01:17:45.171591,대구 공고 요약 223
224,2024-07-26 21:59:13.369677,162,2024-08-07 07:33:35.563202,경기 공고 요약 224
226,2025-12-07 15:29:44.339471,163,2025-12-15 14:22:50.499044,인천 공고 요약 226
228,2024-10-14 17:47:47.042609,164,2024-10-15 14:18:57.995977,서울 공고 요약 228
230,2025-10-20 19:42:48.126249,165,2025-11-02 18:44:08.555254,인천 공고 요약 230
231,2025-08-05 20:31:19.459089,166,2025-08-06 23:42:47.633683,대구 공고 요약 231
234,2024-10-27 19:36:07.972780,167,2024-10-30 09:00:20.379099,
235,2025-06-30 08:35:54.891644,168,2025-07-02 16:16:28.604734,경기 공고 요약 235
237,2025-09-13 08:31:04.417536,169,2025-09-15 01:28:49.735434,대구 공고 요약 237
238,2024-12-27 18:16:00.004408,170,2024-12-29 03:04:42.942186,
240,2025-06-10 08:06:51.527661,171,2025-06-10 23:12:47.777677,인천 공고 요약 240
241,2024-10-01 16:48:50.348663,172,2024-10-01 18:31:44.334061,인천 공고 요약 241
242,2024-06-09 16:01:43.137686,173,2024-06-10 12:58:07.762798,서울 공고 요약 242
243,2024-07-09 21:20:34.922306,174,2024-07-14 15:44:25.667341,인천 공고 요약 243
244,2024-04-14 14:20:39.454677,175,2024-04-18 16:28:06.767021,
245,2024-02-10 10:39:25.014967,176,2024-02-10 11:48:39.081831,서울 공고 요약 245
246,2024-04-28 17:12:59.569702,177,2024-04-29 04:29:24.486476,경기 공고 요약 246
247,2025-11-08 21:39:37.125390,178,2025-11-09 02:38:38.150086,인천 공고 요약 247
249,2025-01-01 16:16:29.861517,179,2025-01-05 19:34:33.296184,서울 공고 요약 249
250,2025-08-13 05:40:44.567303,180,2025-08-17 07:05:55.350294,대구 공고 요약 250
251,2025-07-12 03:57:57.766493,181,2025-07-17 20:40:13.737618,대구 공고 요약 251
252,2024-12-13 12:57:50.031802,182,2024-12-16 20:57:22.168394,인천 공고 요약 252
253,2024-11-24 01:31:01.850723,183,2024-11-27 05:25:38.857057,서울 공고 요약 253
254,2025-03-07 13:24:44.152999,184,2025-03-25 12:16:30.717970,인천 공고 요약 254
255,2024-09-04 00:24:18.380151,185,2024-09-06 03:59:52.948327,인천 공고 요약 255
257,2025-04-09 15:54:26.446490,186,2025-04-09 22:11:41.218099,인천 공고 요약 257
259,2024-09-26 06:06:28.480553,187,2024-09-26 15:29:05.120473,대구 공고 요약 259
260,2024-02-22 20:16:04.104584,188,2024-02-24 22:53:41.161566,부산 공고 요약 260
261,2025-12-08 10:23:36.485147,189,2025-12-09 03:05:00.532810,대구 공고 요약 261
262,2024-07-20 07:00:37.979464,190,2024-07-20 07:10:06.993574,인천 공고 요약 262
263,2025-05-21 06:29:47.239661,191,2025-05-23 09:01:13.612055,서울 공고 요약 263
265,2024-02-28 22:51:03.056652,192,2024-02-29 20:17:42.090226,경기 공고 요약 265
266,2024-11-22 17:17:50.191115,193,2024-12-02 01:00:35.331536,대구 공고 요약 266
268,2025-09-14 14:19:56.758453,194,2025-09-19 07:15:48.206183,경기 공고 요약 268
270,2025-05-22 01:57:00.678221,195,2025-05-23 21:22:10.947203,서울 공고 요약 270
271,2025-01-05 02:46:04.660452,196,2025-01-08 00:53:39.748228,인천 공고 요약 271
274,2024-09-12 08:12:00.341395,197,2024-09-12 08:23:06.198788,인천 공고 요약 274
276,2025-05-19 18:28:02.423615,198,2025-05-23 20:43:05.532366,서울 공고 요약 276
278,2024-10-30 01:21:47.242272,199,2024-10-31 21:57:20.596228,대구 공고 요약 278
280,2024-08-26 08:37:09.408764,200,2024-08-26 09:18:44.775248,부산 공고 요약 280
281,2024-10-26 06:27:58.150556,201,2024-10-26 15:39:37.775417,대구 공고 요약 281
282,2024-06-23 20:13:08.332515,202,2024-06-29 02:31:28.614234,서울 공고 요약 282
283,2025-03-24 20:04:20.774845,203,2025-03-25 10:46:11.480969,
284,2024-03-03 22:36:55.887432,204,2024-03-07 08:11:07.956770,
285,2024-11-02 23:08:44.688824,205,2024-11-06 13:09:54.412776,대구 공고 요약 285
286,2024-09-10 08:04:06.591138,206,2024-09-12 01:29:48.911648,경기 공고 요약 286
287,2025-07-14 12:16:25.069524,207,2025-07-19 09:50:13.847548,대구 공고 요약 287
288,2025-05-09 13:15:45.606982,208,2025-05-13 01:19:57.749559,서울 공고 요약 288
289,2024-01-25 09:53:21.680788,209,2024-01-27 06:12:09.723625,경기 공고 요약 289
290,2025-05-02 16:55:19.379345,210,2025-05-14 02:28:40.092986,인천 공고 요약 290
291,2025-09-16 02:00:03.384657,211,2025-09-19 07:13:55.886086,부산 공고 요약 291
293,2024-11-07 12:34:33.660441,212,2024-11-07 19:55:31.531023,부산 공고 요약 293
294,2025-11-27 00:52:07.138799,213,2025-11-27 20:05:38.591200,대구 공고 요약 294
295,2025-08-21 16:45:20.914347,214,2025-08-22 12:31:31.307286,대구 공고 요약 295
297,2024-12-09 17:01:08.668361,215,2024-12-15 08:08:02.005502,
298,2025-01-26 06:31:01.323971,216,2025-01-26 07:27:54.129681,대구 공고 요약 298
300,2025-01-26 02:03:30.867457,217,2025-01-27 20:26:16.302888,부산 공고 요약 300
302,2024-02-09 09:56:11.230616,218,2024-02-15 07:46:26.540360,서울 공고 요약 302
303,2024-08-02 03:25:29.228741,219,2024-08-03 13:08:50.071634,경기 공고 요약 303
304,2025-10-25 19:50:00.643102,220,2025-10-25 22:27:33.968580,경기 공고 요약 304
305,2025-08-27 12:09:53.455037,221,2025-08-27 13:58:41.567180,서울 공고 요약 305
306,2025-10-07 08:52:38.796042,222,2025-10-07 10:55:53.205602,서울 공고 요약 306
308,2025-10-25 21:07:01.247574,223,2025-10-29 11:15:42.394173,대구 공고 요약 308
310,2025-12-09 14:05:13.170002,224,2025-12-11 03:57:21.443787,서울 공고 요약 310
311,2025-09-09 05:25:45.752951,225,2025-09-21 11:52:01.723262,인천 공고 요약 311
312,2024-05-11 03:28:42.856539,226,2024-05-11 05:47:38.284396,부산 공고 요약 312
314,2024-11-06 04:00:08.922088,227,2024-11-09 13:50:59.461189,경기 공고 요약 314
315,2024-04-24 03:09:55.757033,228,2024-04-28 19:39:03.540725,인천 공고 요약 315
317,2025-12-08 20:12:47.502192,229,2025-12-08 22:47:44.189592,
318,2024-06-22 23:02:21.432739,230,2024-06-23 17:46:55.518303,부산 공고 요약 318
319,2025-02-16 17:46:45.634707,231,2025-02-17 06:35:11.793093,서울 공고 요약 319
320,2025-06-26 14:18:22.247082,232,2025-07-03 04:17:40.614627,
321,2024-07-10 08:08:16.730977,233,2024-07-13 06:01:17.977092,인천 공고 요약 321
322,2025-01-04 21:15:25.638607,234,2025-01-05 04:47:47.659402,
323,2024-12-02 12:13:06.345337,235,2024-12-02 15:33:47.631376,부산 공고 요약 323
328,2024-12-06 08:50:16.812843,236,2024-12-18 09:39:08.454631,부산 공고 요약 328
330,2025-08-09 19:21:31.590630,237,2025-08-11 14:18:40.162151,서울 공고 요약 330
331,2024-09-04 02:48:28.015156,238,2024-09-06 23:39:31.132967,인천 공고 요약 331
334,2025-06-07 15:28:04.672977,239,2025-06-09 15:43:57.265606,인천 공고 요약 334
335,2024-10-29 00:40:53.798997,240,2024-10-29 14:28:07.389178,
336,2025-11-13 08:35:57.880715,241,2025-11-14 22:44:07.998410,인천 공고 요약 336
337,2024-10-08 07:28:46.417679,242,2024-10-08 12:56:31.502418,
340,2024-07-23 18:41:00.339500,243,2024-07-23 22:05:52.340198,인천 공고 요약 340
341,2024-10-06 18:47:50.197615,244,2024-10-21 07:55:05.138673,
342,2025-03-29 07:07:34.391635,245,2025-04-03 20:25:46.879843,인천 공고 요약 342
343,2024-09-13 19:53:22.155400,246,2024-09-13 20:02:56.267752,경기 공고 요약 343
344,2025-11-05 13:42:09.974357,247,2025-11-07 00:07:18.191526,
346,2025-06-30 22:02:47.303847,248,2025-07-10 20:00:54.191567,부산 공고 요약 346
347,2025-12-22 09:29:54.910974,249,2025-12-30 16:34:36.809827,서울 공고 요약 347
350,2024-04-13 08:33:09.500394,250,2024-04-29 07:57:23.234891,경기 공고 요약 350
352,2023-12-02 05:18:13.135896,251,2023-12-11 01:26:51.818895,부산 공고 요약 352
353,2024-12-24 10:00:07.088109,252,2024-12-24 12:42:29.556391,대구 공고 요약 353
356,2025-09-14 22:06:34.005471,253,2025-09-15 18:15:53.837276,인천 공고 요약 356
357,2025-05-31 18:24:16.046081,254,2025-06-15 01:18:43.069678,서울 공고 요약 357
358,2025-01-18 10:49:43.225754,255,2025-01-25 08:49:13.668151,인천 공고 요약 358
359,2024-09-15 10:04:53.397161,256,2024-10-01 09:08:38.626417,
360,2024-05-12 18:01:47.030957,257,2024-05-16 03:15:59.175660,인천 공고 요약 360
361,2024-11-20 02:08:23.676801,258,2024-11-27 05:23:35.156358,서울 공고 요약 361
362,2024-02-22 03:31:48.594342,259,2024-02-28 22:13:34.364357,
363,2024-07-25 20:45:52.470721,260,2024-07-30 15:03:25.248909,서울 공고 요약 363
364,2025-06-23 21:58:02.069454,261,2025-06-24 23:55:39.362010,부산 공고 요약 364
365,2024-07-09 19:12:33.583792,262,2024-07-31 05:29:38.034165,
366,2025-08-12 22:59:08.009546,263,2025-08-13 09:42:10.342213,경기 공고 요약 366
368,2024-08-02 16:04:35.730606,264,2024-08-02 18:08:03.714670,부산 공고 요약 368
369,2024-01-07 23:47:12.620493,265,2024-01-08 03:18:53.316044,서울 공고 요약 369
371,2024-07-26 08:23:52.506867,266,2024-07-26 12:15:05.640669,경기 공고 요약 371
372,2024-11-14 00:34:03.838689,267,2024-11-20 10:41:26.611705,대구 공고 요약 372
374,2025-04-24 22:57:55.975581,268,2025-04-30 07:32:17.395276,부산 공고 요약 374
375,2025-02-06 06:00:32.622265,269,2025-02-13 07:28:51.647940,인천 공고 요약 375
376,2025-03-30 00:14:44.523199,270,2025-03-30 06:15:07.984951,서울 공고 요약 376
377,2024-02-06 04:53:23.582955,271,2024-02-11 17:30:49.592390,대구 공고 요약 377
378,2024-03-01 08:59:32.119218,272,2024-03-05 07:41:41.272759,부산 공고 요약 378
379,2024-11-18 03:37:44.776637,273,2024-11-20 10:15:17.611804,대구 공고 요약 379
380,2024-11-19 10:53:08.636191,274,2024-11-25 10:07:46.959526,대구 공고 요약 380
381,2024-12-01 22:28:32.728206,275,2024-12-03 15:58:10.072986,
382,2024-02-12 01:09:45.459898,276,2024-02-12 05:57:34.511144,대구 공고 요약 382
383,2024-08-08 20:34:56.885629,277,2024-08-12 11:08:49.435361,대구 공고 요약 383
384,2024-01-19 12:08:36.362352,278,2024-01-19 20:07:29.834149,서울 공고 요약 384
386,2024-05-29 18:38:35.587770,279,2024-05-29 19:30:48.031582,부산 공고 요약 386
387,2024-04-10 04:14:22.714487,280,2024-04-10 10:07:34.397642,인천 공고 요약 387
388,2024-09-26 23:10:07.729777,281,2024-09-28 05:18:40.039211,경기 공고 요약 388
389,2025-01-23 08:34:37.435199,282,2025-02-09 04:13:53.660967,경기 공고 요약 389
390,2024-07-12 11:43:36.515970,283,2024-07-17 00:54:09.794963,부산 공고 요약 390
392,2024-05-28 05:36:18.771949,284,2024-05-29 19:46:46.444245,경기 공고 요약 392
393,2024-10-24 09:42:18.484843,285,2024-10-29 15:46:29.670832,인천 공고 요약 393
394,2024-11-27 08:24:03.226178,286,2024-11-28 08:46:14.226234,서울 공고 요약 394
395,2025-04-29 08:33:30.942847,287,2025-05-06 18:58:29.235317,부산 공고 요약 395
396,2024-03-22 01:08:41.354230,288,2024-04-02 09:33:17.618222,부산 공고 요약 396
397,2025-09-13 20:07:49.869629,289,2025-09-15 20:40:17.647370,
398,2025-05-08 05:46:10.337111,290,2025-05-08 19:26:05.088240,부산 공고 요약 398
399,2024-07-29 18:57:32.807408,291,2024-08-03 14:24:48.817140,서울 공고 요약 399
400,2025-10-04 04:43:39.680224,292,2025-10-12 19:36:25.010769,경기 공고 요약 400
401,2025-11-10 10:07:54.619476,293,2025-11-10 11:43:15.475729,대구 공고 요약 401
404,2024-03-10 16:18:51.466841,294,2024-03-11 20:58:48.273488,경기 공고 요약 404
405,2024-03-12 20:36:19.113798,295,2024-03-14 10:18:09.659449,부산 공고 요약 405
406,2024-11-25 09:03:41.281143,296,2024-11-25 16:11:26.999759,대구 공고 요약 406
407,2024-12-03 09:30:46.422257,297,2024-12-06 12:44:58.275587,인천 공고 요약 407
408,2024-01-20 19:39:52.110394,298,2024-01-28 13:24:41.052209,경기 공고 요약 408
413,2025-08-25 02:12:51.663952,299,2025-08-29 16:01:02.623750,서울 공고 요약 413
414,2025-11-11 02:38:50.173169,300,2025-11-11 03:28:14.735113,서울 공고 요약 414
415,2025-02-02 01:38:22.756795,301,2025-02-21 14:15:16.968317,경기 공고 요약 415
416,2025-05-13 20:36:58.455745,302,2025-05-14 10:23:01.852918,인천 공고 요약 416
417,2025-11-26 20:09:25.765910,303,2025-11-29 19:30:51.973051,경기 공고 요약 417
